vd<,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,pH y FOS/TAC del biodigestor 050,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
Fecha,Hora,Responsable,pH,FOS,TAC,FOS/TAC,V1,,V2,,Fecha,Responsable,pH,FOS,TAC,FOS/TAC,V1,,V2,Hora,,,,,,,,,ST,SV,Cenizas,pH,Conductividad,FOS,TAC,FOS/TAC,protocolo
2023-03-04 00:00:00,06:35hs,Cristián,7.71,2829.9999999999995,6650,0.42556390977443603,26.6,3.5,30.1,,2023-04-10 00:00:00,Agustin,7.85,3161.9999999999986,11275,0.28044345898004425,45.1,3.8999999999999986,49,6:15am,,,,,,,,,,,,,,,,,
2023-03-04 00:00:00,18:00hs,Leonardo,7.66,1999.9999999999998,6875,0.2909090909090909,27.5,2.5,30,,2023-04-11 00:00:00,Agustin,7.88,1916.9999999999986,7600,0.252236842105263,30.4,2.3999999999999986,32.8,5:40am,,,,,,,,,,,,,,,,,
2023-03-05 00:00:00,06:37hs,Cristián,7.72,2580.999999999999,7325,0.35235494880546064,29.3,3.1999999999999993,32.5,,2023-04-12 00:00:00,Agustin,7.79,1336.0000000000023,8475,0.15764011799410058,33.9,1.7000000000000028,35.6,5:50am,,,,,,,,,,,,,,,,,
2023-03-05 00:00:00,18:00hs,Agustín,7.64,2498.0000000000005,7600,0.32868421052631586,30.4,3.1000000000000014,33.5,,2023-04-13 00:00:00,Leonardo,7.75,1003.9999999999976,8425,0.11916913946587508,33.7,1.2999999999999972,35,5:50am,,,,,,,,,,,,,,,,,
2023-03-06 00:00:00,06:17hs,Cristián,7.77,2581.0000000000023,7475,0.34528428093645513,29.9,3.200000000000003,33.1,,2023-04-14 00:00:00,Leonardo,7.68,2829.9999999999995,7500,0.3773333333333333,30,3.5,33.5,6:55am,,,,,,,,,,,,,,,,,
2023-03-06 00:00:00,9:06am,Jason,7.97,1004.0000000000007,7550,0.13298013245033122,30.2,1.3000000000000007,31.5,buffer,2023-04-14 00:00:00,Agustin,7.84,1253.0000000000011,10125,0.1237530864197532,40.5,1.6000000000000014,42.1,8:53hs,,,,,,,,,,,,,,,,,
2023-03-06 00:00:00,20:40hs,Agustín,7.62,1253.0000000000011,5625,0.22275555555555576,22.5,1.6000000000000014,24.1,,2023-04-15 00:00:00,Leonardo,7.82,1585,10750,0.1474418604651163,43,2.0,45,6:44am,,,,,,,,,,,,,,,,,
2023-03-07 00:00:00,06:30hs,Cristián,7.78,2083.000000000001,7350,0.28340136054421783,29.4,2.6000000000000014,32,,2023-04-16 00:00:00,Leonardo,7.9,1668.0000000000011,8000,0.20850000000000013,32,2.1000000000000014,34.1,6:09am,,,,,,,,,,,,,,,,,
2023-03-07 00:00:00,18:00hs,Agustín,7.69,1916.9999999999986,8000,0.23962499999999984,32,2.3999999999999986,34.4,,2023-04-17 00:00:00,Leonardo,7.92,1418.9999999999975,7625,0.18609836065573737,30.5,1.7999999999999972,32.3,6:40am,,,,,,,,,,,,,,,,,
2023-03-08 00:00:00,5:40AM,Jason,7.71,1668.0000000000011,7850,0.21248407643312117,31.4,2.1000000000000014,33.5,,2023-04-18 00:00:00,Leonardo,7.83,1585,9125,0.1736986301369863,36.5,2.0,38.5,,,,,,,,,,,,,,,,,,
2023-03-08 00:00:00,18:12hs,Agustín,7.62,2083.000000000001,6925,0.30079422382671495,27.7,2.6000000000000014,30.3,,2023-04-18 00:00:00,Leonardo,7.85,1585,8250,0.1921212121212121,33,2.0,35,,,,,,,,,,,,,,,,,,
2023-03-09 00:00:00,5:45AM,Jason,7.88,1668.0000000000011,6625,0.25177358490566054,26.5,2.1000000000000014,28.6,,2023-04-19 00:00:00,Agustin,7.79,2580.999999999996,9025,0.2859833795013846,36.1,3.1999999999999957,39.3,06:25:00,,,,,,,,,,,,,,,,,
2023-03-09 00:00:00,18:00hs,Agustín,7.68,1003.9999999999976,6525,0.1538697318007659,26.1,1.2999999999999972,27.4,,2023-04-20 00:00:00,Agustin,7.88,1833.9999999999977,8800,0.20840909090909066,35.2,2.299999999999997,37.5,06:23:00,,,,,,,,,,,,,,,,,
2023-03-10 00:00:00,6:13am,Jason,7.8,2248.9999999999973,7025,0.320142348754448,28.1,2.799999999999997,30.9,,2023-04-21 00:00:00,Cristián,7.84,1336.0000000000023,10200,0.13098039215686297,40.8,1.7000000000000028,42.5,,,,,,,,,,,,,,,,,,
2023-03-10 00:00:00,18:10hs,Agustín,7.7,1917.0000000000018,7550,0.25390728476821217,30.2,2.400000000000002,32.6,,2023-04-21 00:00:00,Cristián,7.83,1501.9999999999989,10175,0.1476167076167075,40.7,1.8999999999999986,42.6,6:25am ,,,,,,,,,,,,,,,,,
2023-03-11 00:00:00,6:28am,Jason,7.79,1999.9999999999998,6825,0.293040293040293,27.3,2.5,29.8,,2023-04-22 00:00:00,Cristián,7.87,1585,9875,0.16050632911392404,39.5,2.0,41.5,6:25am ,,,,,,,,,,,,,,,,,
2023-03-12 00:00:00,6:10am,Agustín,7.75,2331.9999999999986,7400,0.31513513513513497,29.6,2.8999999999999986,32.5,,2023-04-23 00:00:00,Cristián,7.87,1086.9999999999989,8275,0.13135951661631406,33.1,1.3999999999999986,34.5,6:25am ,,,,,,,,,,,,,,,,,
2023-03-13 00:00:00,1:55am,Jason,7.95,1667.9999999999982,6575,0.2536882129277564,26.3,2.099999999999998,28.4,,2023-04-24 00:00:00,Cristián,7.88,2166.0000000000023,9250,0.2341621621621624,37,2.700000000000003,39.7,6:25am ,,,,,,,,,,,,,,,,,
2023-03-13 00:00:00,6:17am,Jason,7.92,1999.9999999999998,6875,0.2909090909090909,27.5,2.5,30,,2023-04-25 00:00:00,jason,8.01,1750.9999999999964,10150,0.1725123152709356,40.6,2.1999999999999957,42.8,6:02am,,,,,,,,,,,,,,,,,
2023-03-14 00:00:00,6:02am,Agustín,7.71,1916.9999999999986,6575,0.2915589353612165,26.3,2.3999999999999986,28.7,,2023-04-26 00:00:00,jason,8.5,1336.0000000000023,8625,0.15489855072463796,34.5,1.7000000000000028,36.2,6:15am,,,,,,,,,,,,,,,,,
2023-03-15 00:00:00,6:00am,Agustín,7.73,1916.9999999999986,5900,0.3249152542372879,23.6,2.3999999999999986,26,,2023-04-27 00:00:00,jason,7.95,1252.9999999999952,8175.000000000001,0.15327217125382203,32.7,1.5999999999999943,34.3,6:27am,,,,,,,,,,,,,,,,,
2023-03-16 00:00:00,6:00AM,Agustín,7.76,2248.9999999999973,6150,0.36569105691056863,24.6,2.799999999999997,27.4,,2023-04-28 00:00:00,jason,7.98,1585,8000,0.198125,32,2.0,34,,,,,,,,,,,,,,,,,,
2023-03-17 00:00:00,6:10am,Agustín,7.7,2746.9999999999986,10050,0.2733333333333332,40.2,3.3999999999999986,43.6,,2023-04-29 00:00:00,jason,8.01,1253.0000000000011,9000,0.13922222222222236,36,1.6000000000000014,37.6,6:37am,,,,,,,,,,,,,,,,,
2023-03-17 00:00:00,"18,15hs",Cristián,7.78,2414.9999999999995,7100,0.34014084507042247,28.4,3.0,31.4,,2023-04-30 00:00:00,jason,7.87,1585,9875,0.16050632911392404,39.5,2.0,41.5,6:22am,,,,,,,,,,,,,,,,,
2023-03-18 00:00:00,6:10am,Agustín,7.45,2747.0000000000045,8074.999999999999,0.3401857585139325,32.3,3.4000000000000057,35.7,,2023-05-01 00:00:00,Agustin,7.78,2497.999999999995,9550,0.2615706806282717,38.2,3.0999999999999943,41.3,6:25am,,,,,,,,,,,,,,,,,
2023-03-18 00:00:00,18:15hs,Cristián,7.75,3079,7825,0.393482428115016,31.3,3.8000000000000007,35.1,,2023-05-02 00:00:00,Agustin,7.95,2165.999999999999,6400,0.33843749999999984,25.6,2.6999999999999993,28.3,6:10am,,,,,,,,,,,,,,,,,
2023-03-19 00:00:00,6:03am,Agustín,7.76,2249,6875,0.3271272727272727,27.5,2.8000000000000007,30.3,,2023-05-03 00:00:00,Agustin,7.78,1585,9125,0.1736986301369863,36.5,2.0,38.5,6:25am,,,,,,,,,,,,,,,,,
2023-03-20 00:00:00,5:45am,Leonardo,7.58,2165.999999999999,6500,0.3332307692307691,26,2.6999999999999993,28.7,,2023-05-04 00:00:00,Agustin,7.85,2332.000000000004,8825,0.264249291784703,35.3,2.9000000000000057,38.2,6:15am,,,,,,,,,,,,,,,,,
2023-03-21 00:00:00,5:50am,Leonardo,7.66,2414.9999999999995,6750,0.3577777777777777,27,3.0,30,,2023-05-05 00:00:00,Agustin,7.97,1170,7600,0.15394736842105264,30.4,1.5,31.9,6:25am,,,,,,,,,,,,,,,,,
2023-03-22 00:00:00,5:55am,Leonardo,7.58,3244.9999999999995,6125,0.5297959183673469,24.5,4.0,28.5,,2023-05-05 00:00:00,Agustin,7.95,1004.0000000000035,9225,0.10883468834688385,36.9,1.3000000000000043,38.2,6:25am,,,,,,,,,,,,,,,,,
2023-03-22 00:00:00,7:53hs,Agustín,7.74,2746.9999999999986,6950,0.3952517985611509,27.8,3.3999999999999986,31.2,,2023-05-06 00:00:00,Agustin,7.98,1502.0000000000048,9825,0.15287531806615826,39.3,1.9000000000000057,41.2,6:18am,,,,,,,,,,,,,,,,,
2023-03-22 00:00:00,19:25hs,Cristián,7.81,2664,6825,0.3903296703296703,27.3,3.3000000000000007,30.6,,2023-05-07 00:00:00,Leonardo,7.86,1585,8750,0.18114285714285713,35,2.0,37,,,,,,,,,,,,,,,,,,
2023-03-23 00:00:00,05:30hs,Leonardo,7.51,1999.9999999999998,6175,0.3238866396761133,24.7,2.5,27.2,,2023-05-08 00:00:00,Leonardo,7.88,1585,9125,0.1736986301369863,36.5,2.0,38.5,,,,,,,,,,,,,,,,,,
2023-03-24 00:00:00,6:15hs,Leonardo,7.45,2664,7300,0.3649315068493151,29.2,3.3000000000000007,32.5,,2023-05-09 00:00:00,Leonardo,7.85,1585,8125,0.19507692307692306,32.5,2.0,34.5,,,,,,,,,,,,,,,,,,
2023-03-25 00:00:00,5:45am,Leonardo,7.5,3079,6800,0.45279411764705885,27.2,3.8000000000000007,31,,2023-05-10 00:00:00,Leonardo,7.91,1585,9000,0.1761111111111111,36,2.0,38,,,,,,,,,,,,,,,,,,
2023-03-25 00:00:00,6:10am,Leonardo,7.43,2829.9999999999995,6000,0.47166666666666657,24,3.5,27.5,,2023-05-11 00:00:00,Leonardo,7.84,1585,9000,0.1761111111111111,36,2.0,38,,,,,,,,,,,,,,,,,,
2023-03-25 00:00:00,9:00hs,Agustín,7.75,3825.999999999996,7775,0.49209003215434033,31.1,4.699999999999996,35.8,,2023-05-12 00:00:00,Agustin,7.85,1916.9999999999986,8425,0.2275370919881304,33.7,2.3999999999999986,36.1,16:25hs,,,,,,,,,,,,,,,,,
2023-03-25 00:00:00,12:17hs,Agustín,7.7,3411.000000000002,8350,0.40850299401197626,33.4,4.200000000000003,37.6,,2023-05-12 00:00:00,Agustin,7.85,1916.9999999999986,8425,0.2275370919881304,33.7,2.3999999999999986,36.1,16:25hs,,,,,,,,,,,,,,,,,
2023-03-25 00:00:00,18:35HS,Jason,7.74,2747.000000000002,6225,0.44128514056224927,24.9,3.400000000000002,28.3,,2023-05-13 00:00:00,Agustin,7.9,1418.9999999999975,9925,0.1429722921914355,39.7,1.7999999999999972,41.5,15:32hs,,,,,,,,,,,,,,,,,
2023-03-25 00:00:00,23:40hs,Cristián,8.1,3328.000000000001,6725,0.4948698884758366,26.9,4.100000000000001,31,,2023-05-14 00:00:00,JASON,8.12,1418.9999999999975,8375,0.16943283582089522,33.5,1.7999999999999972,35.3,6:28AM,,,,,,,,,,,,,,,,,
2023-03-26 00:00:00,07:00hs,Cristián,7.79,2498.0000000000005,6625,0.37705660377358496,26.5,3.1000000000000014,29.6,,2023-05-15 00:00:00,jason,8.13,1086.9999999999989,9025,0.12044321329639876,36.1,1.3999999999999986,37.5,6:20am,,,,,,,,,,,,,,,,,
2023-03-26 00:00:00,12:15hs,Agustín,7.76,2580.999999999999,7050,0.3660992907801417,28.2,3.1999999999999993,31.4,,2023-05-16 00:00:00,jason,8.9,1336.0000000000023,9100,0.14681318681318706,36.4,1.7000000000000028,38.1,6:22am,,,,,,,,,,,,,,,,,
2023-03-26 00:00:00,"19,50hs",Jason,7.76,2165.999999999999,6375,0.3397647058823528,25.5,2.6999999999999993,28.2,,2023-05-17 00:00:00,Agustin,8.01,339.99999999999994,9975,0.03408521303258145,39.9,0.5,40.4,6:10am,,,,,,,,,,,,,,,,,
2023-03-27 00:00:00,06:10hs,Cristián,7.78,2414.9999999999995,6250,0.3863999999999999,25,3.0,28,,2023-05-17 00:00:00,Agustin,7.95,1751.0000000000023,8850,0.19785310734463302,35.4,2.200000000000003,37.6,6:10am,,,,,,,,,,,,,,,,,
2023-03-28 00:00:00,6:22am,jason,7.87,1751.0000000000023,6350,0.27574803149606336,25.4,2.200000000000003,27.6,,2023-05-18 00:00:00,Agustin,8,2581.0000000000023,8125,0.3176615384615387,32.5,3.200000000000003,35.7,6:15am,,,,,,,,,,,,,,,,,
2023-03-29 00:00:00,06:00hs,Cristián,7.78,3328.000000000001,7025,0.4737366548042706,28.1,4.100000000000001,32.2,,2023-05-19 00:00:00,jason,8.14,1667.9999999999952,9925,0.1680604534005033,39.7,2.0999999999999943,41.8,6:40am,,,,,,,,,,,,,,,,,
2023-03-30 00:00:00,09:00:00,Leonardo,7.38,2414.9999999999995,6000,0.4024999999999999,24,3.0,27,,2023-05-20 00:00:00,jason,7.93,1253.0000000000011,7650,0.16379084967320276,30.6,1.6000000000000014,32.2,6:02am,,,,,,,,,,,,,,,,,
2023-03-30 00:00:00,06:05hs,Cristián,7.69,2498.0000000000005,7000,0.35685714285714293,28,3.1000000000000014,31.1,,2023-05-21 00:00:00,jason,7.95,1751.0000000000023,8850,0.19785310734463302,35.4,2.200000000000003,37.6,6:19am,,,,,,,,,,,,,,,,,
2023-03-30 00:00:00,20:13hs,Agustín,7.75,2747.000000000002,5175,0.5308212560386477,20.7,3.400000000000002,24.1,,2023-05-22 00:00:00,jason,7.84,1668.0000000000011,9025,0.1848199445983381,36.1,2.1000000000000014,38.2,6:24am,,,,,,,,,,,,,,,,,
2023-03-30 00:00:00,21:32hs,Agustín,7.77,3577.0000000000014,7325,0.48832764505119475,29.3,4.400000000000002,33.7,,2023-05-23 00:00:00,jason,7.85,1833.9999999999977,8275,0.22163141993957677,33.1,2.299999999999997,35.4,6:22am,,,,,,,,,,,,,,,,,
2023-03-31 00:00:00,06:05hs,Cristián,7.67,3743.000000000001,7350,0.5092517006802723,29.4,4.600000000000001,34,,2023-05-24 00:00:00,jason,8.05,671.9999999999989,9900,0.06787878787878776,39.6,0.8999999999999986,40.5,6:28am,,,,,,,,,,,,,,,,,
2023-03-31 00:00:00,09:00:00,Leonardo,7.4,2829.9999999999995,5250,0.539047619047619,21,3.5,24.5,,2023-05-24 00:00:00,jason,8.04,1999.9999999999998,8625,0.23188405797101447,34.5,2.5,37,6:42am,,,,,,,,,,,,,,,,,
2023-03-31 00:00:00,19:12hs,Agustín,7.8,3079,5200,0.5921153846153846,20.8,3.8000000000000007,24.6,,2023-05-25 00:00:00,Agustin,8,1419.0000000000036,10225,0.1387775061124698,40.9,1.8000000000000043,42.7,6:07am,,,,,,,,,,,,,,,,,
2023-03-31 00:00:00,19:58hs,Agustín,7.74,3494,6800,0.5138235294117647,27.2,4.300000000000001,31.5,,2023-05-26 00:00:00,Agustin,7.92,1418.9999999999975,8375,0.16943283582089522,33.5,1.7999999999999972,35.3,6:15am,,,,,,,,,,,,,,,,,
2023-04-01 00:00:00,6:08am ,jason,7.82,2912.999999999998,5450,0.5344954128440363,21.8,3.599999999999998,25.4,,2023-05-27 00:00:00,Agustin,8.02,-7047.000000000002,9525,-0.7398425196850396,38.1,-8.400000000000002,29.7,6:16am,,,,,,,,,,,,,,,,,
2023-04-01 00:00:00,6:22am,jason,7.81,3244.9999999999995,6350,0.511023622047244,25.4,4.0,29.4,,2023-05-27 00:00:00,jason,8.1,1336.0000000000023,9075,0.14721763085399475,36.3,1.7000000000000028,38,7:31am,,,,,,,,,,,,,,,,,
2023-04-01 00:00:00,19:03hs,Agustin,7.7,3909.0000000000005,7675,0.5093159609120522,30.7,4.800000000000001,35.5,,2023-05-27 00:00:00,jason,8.14,1916.9999999999986,9125,0.21008219178082177,36.5,2.3999999999999986,38.9,7:44am,,,,,,,,,,,,,,,,,
2023-04-01 00:00:00,19:25hs,Agustin,7.77,3743.000000000001,7400,0.5058108108108109,29.6,4.600000000000001,34.2,,2023-05-28 00:00:00,Agustin,8.14,1086.9999999999989,7775,0.1398070739549838,31.1,1.3999999999999986,32.5,06:13am,,,,,,,,,,,,,,,,,
2023-04-02 00:00:00,5:59am,jason,7.65,2414.9999999999995,5425,0.44516129032258056,21.7,3.0,24.7,,2023-05-29 00:00:00,Agustin,8.09,1418.9999999999975,9675,0.14666666666666642,38.7,1.7999999999999972,40.5,6:20am,,,,,,,,,,,,,,,,,
2023-04-02 00:00:00,6:09am,jason,7.72,5236.999999999998,5875,0.8914042553191486,23.5,6.399999999999999,29.9,,2023-05-30 00:00:00,Agustin,8.02,2165.9999999999964,10300,0.21029126213592197,41.2,2.6999999999999957,43.9,6:25am,,,,,,,,,,,,,,,,,
2023-04-02 00:00:00,1900-04-02 06:43:12,Cristián,7.74,2414.9999999999995,6200,0.389516129032258,24.8,3.0,27.8,,2023-05-31 00:00:00,Leonardo,7.92,1585,9125,0.1736986301369863,36.5,2.0,38.5,6:10am,,,,,,,,,,,,,,,,,
2023-04-02 00:00:00,1900-04-02 06:43:12,Cristián,7.73,3659.9999999999995,6700,0.5462686567164179,26.8,4.5,31.3,,2023-06-01 00:00:00,Leonardo,7.89,1585,9500,0.1668421052631579,38,2.0,40,,,,,,,,,,,,,,,,,,
2023-04-02 00:00:00,1900-04-02 00:00:00,Gonzalo,7.61,2580.999999999999,4900,0.5267346938775508,19.6,3.1999999999999993,22.8,,2023-06-02 00:00:00,Leonardo,7.87,1336.0000000000023,9000,0.14844444444444468,36,1.7000000000000028,37.7,,,,,,,,,,,,,,,,,,
2023-04-02 00:00:00,1900-04-02 00:00:00,Gonzalo,7.62,2664,5075,0.5249261083743842,20.3,3.3000000000000007,23.6,,2023-06-03 00:00:00,Leonardo,7.86,1585,8875,0.17859154929577464,35.5,2.0,37.5,,,,,,,,,,,,,,,,,,
2023-04-03 00:00:00,6:05am,jason,7.75,2995.999999999999,6050,0.49520661157024776,24.2,3.6999999999999993,27.9,,2023-06-04 00:00:00,Leonardo,7.83,1170,7625,0.15344262295081967,30.5,1.5,32,,,,,,,,,,,,,,,,,,
2023-04-03 00:00:00,6:19am,jason,7.75,2829.9999999999995,6000,0.47166666666666657,24,3.5,27.5,,2023-06-05 00:00:00,Leonardo,7.88,1585,9387.5,0.16884154460719042,37.55,2.0,39.55,,,,,,,,,,,,,,,,,,
2023-04-03 00:00:00,19:15hs,Agustín,7.7,1999.9999999999998,4675,0.427807486631016,18.7,2.5,21.2,,2023-06-06 00:00:00,Cristián,7.97,1252.9999999999952,8050.000000000001,0.15565217391304287,32.2,1.5999999999999943,33.8,6:30am,,,,,,,,,,,,,,,,,
2023-04-03 00:00:00,19:25hs,Agustín,7.67,3078.9999999999977,6400,0.48109374999999965,25.6,3.799999999999997,29.4,,2023-06-07 00:00:00,Cristián,8.22,1585,9900,0.1601010101010101,39.6,2.0,41.6,6:10am,,,,,,,,,,,,,,,,,
2023-04-04 00:00:00,6:02am,jason,7.67,2829.9999999999995,5800,0.48793103448275854,23.2,3.5,26.7,,2023-06-08 00:00:00,Cristián,7.94,1668.0000000000011,9975,0.16721804511278207,39.9,2.1000000000000014,42,6:10am,,,,,,,,,,,,,,,,,
2023-04-04 00:00:00,6:14am,jason,7.66,2332.000000000002,6550,0.3560305343511453,26.2,2.900000000000002,29.1,,2023-06-09 00:00:00,Cristián,7.96,2248.9999999999973,11125,0.20215730337078627,44.5,2.799999999999997,47.3,6:10am,,,,,,,,,,,,,,,,,
2023-04-04 00:00:00,19:10:00,leonardo,7.43,3659.9999999999995,7250,0.5048275862068965,29,4.5,33.5,,2023-06-10 00:00:00,Cristián,8.02,2498.0000000000005,10025,0.24917705735660853,40.1,3.1000000000000014,43.2,6:10am,,,,,,,,,,,,,,,,,
2023-04-04 00:00:00,19:28:00,leonardo,7.55,3079,6300,0.48873015873015874,25.2,3.8000000000000007,29,,2023-06-11 00:00:00,Cristián,8.01,2581.0000000000023,9625,0.26815584415584437,38.5,3.200000000000003,41.7,6:10am,,,,,,,,,,,,,,,,,
2023-04-05 00:00:00,6:14am,jason,7.82,2083.000000000001,5850,0.3560683760683762,23.4,2.6000000000000014,26,,2023-06-12 00:00:00,jason,8.1,1668.0000000000011,9700,0.17195876288659806,38.8,2.1000000000000014,40.9,6:18am,,,,,,,,,,,,,,,,,
2023-04-05 00:00:00,6:26am,jason,7.81,1419.0000000000005,6875,0.20640000000000006,27.5,1.8000000000000007,29.3,,2023-06-13 00:00:00,Edgar,8.02,1833.9999999999977,11050,0.16597285067873283,44.2,2.299999999999997,46.5,,,,,,,,,,,,,,,,,,
2023-04-05 00:00:00,19:10:00,leonardo,7.55,2165.999999999999,7000,0.3094285714285713,28,2.6999999999999993,30.7,,2023-06-14 00:00:00,Agustin,8.03,1916.9999999999986,9550,0.20073298429319358,38.2,2.3999999999999986,40.6,6:13am,,,,,,,,,,,,,,,,,
2023-04-05 00:00:00,19:36:00,leonardo,7.59,2165.999999999999,6500,0.3332307692307691,26,2.6999999999999993,28.7,,2023-06-15 00:00:00,jason,8.13,1253.0000000000011,9875,0.1268860759493672,39.5,1.6000000000000014,41.1,5:14am,,,,,,,,,,,,,,,,,
2023-04-06 00:00:00,5:39am,jason,7.82,1999.9999999999998,7000,0.2857142857142857,28,2.5,30.5,,2023-06-16 00:00:00,jason,8.07,1916.9999999999986,10625,0.18042352941176457,42.5,2.3999999999999986,44.9,5:58am,,,,,,,,,,,,,,,,,
2023-04-06 00:00:00,5:47am,jason,7.84,1999.9999999999998,6975,0.2867383512544803,27.9,2.5,30.4,,2023-06-17 00:00:00,jason,8.03,1833.9999999999977,10675,0.17180327868852438,42.7,2.299999999999997,45,6:03am,,,,,,,,,,,,,,,,,
2023-04-06 00:00:00,19:00:00,leonardo,7.52,1999.9999999999998,7125,0.2807017543859649,28.5,2.5,31,,2023-06-18 00:00:00,Agustin,8.05,1833.9999999999977,9025,0.2032132963988917,36.1,2.299999999999997,38.4,6:21am,,,,,,,,,,,,,,,,,
2023-04-06 00:00:00,19:08:00,leonardo,7.52,1750.9999999999995,6250,0.2801599999999999,25,2.1999999999999993,27.2,,2023-06-19 00:00:00,Agustin,8.04,1294.5000000000045,8262.5,0.15667170953101417,33.05,1.6500000000000057,34.7,6:16am,,,,,,,,,,,,,,,,,
2023-04-07 00:00:00,6:00am,Agustín,7.73,2249,7550,0.29788079470198675,30.2,2.8000000000000007,33,,2023-06-20 00:00:00,Agustin,8.06,1418.9999999999975,9400,0.15095744680851036,37.6,1.7999999999999972,39.4,6:20am,,,,,,,,,,,,,,,,,
2023-04-07 00:00:00,6:15am,Agustín,7.69,2248.9999999999973,7875,0.2855873015873012,31.5,2.799999999999997,34.3,,2023-06-21 00:00:00,Agustin,8.06,1335.9999999999966,8900,0.1501123595505614,35.6,1.6999999999999957,37.3,6:18am,,,,,,,,,,,,,,,,,
2023-04-07 00:00:00,20:30:00,leonardo,7.56,2414.9999999999995,7125,0.33894736842105255,28.5,3.0,31.5,,2023-06-22 00:00:00,Agustin,8.05,1502.0000000000018,7825,0.1919488817891376,31.3,1.9000000000000021,33.2,6:24am,,,,,,,,,,,,,,,,,
2023-04-08 00:00:00,6:02am,Agustín,7.72,2083.000000000001,6250,0.33328000000000013,25,2.6000000000000014,27.6,,2023-06-23 00:00:00,Agustin,8.01,1087.0000000000018,6800,0.15985294117647086,27.2,1.4000000000000021,28.6,6:25am,,,,,,,,,,,,,,,,,
2023-04-08 00:00:00,6:11am,Agustín,7.78,2996.0000000000023,8600,0.34837209302325606,34.4,3.700000000000003,38.1,,2023-06-24 00:00:00,Leonardo,8.04,1585,9625,0.16467532467532467,38.5,2.0,40.5,,,,,,,,,,,,,,,,,,
2023-04-08 00:00:00,19:08:00,leonardo,7.51,2414.9999999999995,7125,0.33894736842105255,28.5,3.0,31.5,,2023-06-25 00:00:00,Leonardo,8.1,1751.0000000000023,9575,0.18287206266318562,38.3,2.200000000000003,40.5,,,,,,,,,,,,,,,,,,
2023-04-09 00:00:00,5:53am,Agustín,7.68,2829.9999999999995,9575,0.2955613577023498,38.3,3.5,41.8,,2023-06-26 00:00:00,Leonardo,8.06,1418.9999999999975,9400,0.15095744680851036,37.6,1.7999999999999972,39.4,,,,,,,,,,,,,,,,,,
2023-04-09 00:00:00,6:02am,Agustín,7.74,1833.9999999999977,6525,0.28107279693486553,26.1,2.299999999999997,28.4,,2023-06-27 00:00:00,Leonardo,8.04,1585,9425,0.16816976127320954,37.7,2.0,39.7,,,,,,,,,,,,,,,,,,
2023-04-09 00:00:00,19:15:00,leonardo,7.56,2414.9999999999995,6750,0.3577777777777777,27,3.0,30,,2023-06-28 00:00:00,Leonardo,7.96,1418.9999999999975,8800,0.16124999999999973,35.2,1.7999999999999972,37,,,,,,,,,,,,,,,,,,
2023-04-10 00:00:00,5:55am,Agustín,7.64,2913.000000000001,8150,0.3574233128834357,32.6,3.6000000000000014,36.2,,2023-06-29 00:00:00,Leonardo,7.95,1999.9999999999998,10750,0.18604651162790695,43,2.5,45.5,,,,,,,,,,,,,,,,,,
2023-04-10 00:00:00,6:06am,Agustín,7.69,3161.9999999999986,8750,0.3613714285714284,35,3.8999999999999986,38.9,,2023-06-30 00:00:00,Cristián,8.03,1834.0000000000034,9825,0.186666666666667,39.3,2.3000000000000043,41.6,06:10am,,,,,,,,,,,,,,,,,
2023-04-10 00:00:00,19:45:00,Cristián,7.75,2580.999999999996,7275,0.3547766323024049,29.1,3.1999999999999957,32.3,,2023-07-01 00:00:00,Cristián,7.97,1916.9999999999986,9650,0.1986528497409325,38.6,2.3999999999999986,41,06:10am,,,,,,,,,,,,,,,,,
2023-04-10 00:00:00,19:45:00,Cristián,7.73,2580.999999999999,7450,0.3464429530201341,29.8,3.1999999999999993,33,,2023-07-02 00:00:00,Cristián,8.08,1999.9999999999998,9675,0.20671834625322996,38.7,2.5,41.2,06:10am,,,,,,,,,,,,,,,,,
2023-04-11 00:00:00,5:55am,Agustín,7.28,2995.999999999996,7650,0.391633986928104,30.6,3.6999999999999957,34.3,,2023-07-03 00:00:00,Cristián,8.1,2083.000000000001,10275,0.2027250608272507,41.1,2.6000000000000014,43.7,06:10am,,,,,,,,,,,,,,,,,
2023-04-11 00:00:00,6:10am,Agustín,7.74,2664.000000000003,7475,0.3563879598662212,29.9,3.3000000000000043,33.2,,2023-07-04 00:00:00,Cristián,7.99,1999.9999999999998,10525,0.1900237529691211,42.1,2.5,44.6,06:10am,,,,,,,,,,,,,,,,,
