Fecha ingreso,Semana,Sustrato,Proveedor,Observaciones,Transportista,Cantidad sustrato,Lugar de descarga,N° remito,Patente,ST (%) Análisis Planta,Responsable,Columna1,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
2025-01-13,3,Expeller de girasol,Blessing Aceitera de Ameghino S.A.,Ameghino,Transcereal S.A,18060.0,Playón,1016,ETE857-ETU 54,0.9433,Leonardo,,,,,
2025-01-14,3,Lactosa,Remotti S.A.,,Federico Fogliatto,28360.0,Buffer,1017,HFT813/AG672GZ,0.1203,Cristián,,,,,
2025-01-14,3,Goma Vegetal,América Pampa Agroind.,,mauro Traversaro,5440.0,Buffer,1018,WTG 975,0.6103,Cristián,,,,,
2025-01-14,3,Expeller de girasol,Blessing Aceitera de Ameghino S.A.,Ameghino,Transcereal S.A,17720.0,Playón,1019,AC611KG,0.6058,Cristián,,,,,
2025-01-14,3,Expeller de girasol,Blessing Aceitera de Ameghino S.A.,Ameghino,Transcereal S.A,23380.0,Playón,1020,"AB962,YV",0.6623,Cristián,,,,,
2025-01-14,3,Expeller de girasol,Blessing Aceitera de Ameghino S.A.,Ameghino,Transcereal S.A,23520.0,Playón,1021,ETE857-ETU 54,0.6549,Leonardo,,,,,
2025-01-14,3,Lactosa,Remotti S.A.,,Federico Fogliatto,27040.0,Buffer,1022,HFT813/AG672GZ,0.1105,Leonardo,,,,,
2025-01-14,3,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,Murcia Mariana,25900.0,Playón,1023,FEJ852/AE310WL,,Leonardo,,,,,
2025-01-15,3,Lactosa,Remotti S.A.,,Federico Fogliatto,27960.0,Buffer,1024,AG672GZ/HFN813,0.1226,Agustin ,,,,,
2025-01-15,3,Expeller de girasol,Blessing Aceitera de Ameghino S.A.,Ameghino,Transcereal S.A,22640.0,Playón,1025,FBK151,,Lautaro,,,,,
2025-01-14,3,Expeller de girasol,Blessing Aceitera de Ameghino S.A.,Ameghino,Transcereal S.A,20720.0,Playón,1029,HFT813/AG672GZ,,Leonardo,,,,,
2025-01-15,3,Expeller de girasol,Expeller de girasol,,Transcereal S.A,22920.0,Playón,1026,ETE857-ETU 54,,Leonardo,,,,,
2025-01-16,3,Lactosa,Remotti S.A.,,Federico Fogliatto,29480.0,Buffer,1027,AG672GZ/HFN813,0.124,Agustin ,,,,,
2025-01-16,3,Lactosa,Remotti S.A.,,Federico Fogliatto,27880.0,Buffer,1028,,,Leonardo,,,,,
2025-01-17,3,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,Murcia Mariana,23580.0,Playón,1030,FEJ852/LJH045,,Lautaro,,,,,
2025-01-17,3,Lactosa,Remotti S.A.,,Federico Fogliatto,28940.0,Buffer,1031,AG672GZ/HFN813,0.1209,Lautaro,,,,,
2025-01-19,4,Lactosa,Remotti S.A.,,Federico Fogliatto,29120.0,Buffer,1032,AG672GZ/HFN813,0.1242,seba,,,,,
2025-01-20,4,Lactosa,Remotti S.A.,,Federico Fogliatto,28340.0,Buffer,1033,AG672GZ/HFN813,0.133,seba,,,,,
2025-01-20,4,Ruminal,S.A. Imp. y Exp. de la Patagonia,,Murcia Mariana,18700.0,Playón,1034,FEJ852/LJH045,0.3039,seba,,,,,
2025-01-20,4,Goma Vegetal,América Pampa Agroind.,America,mauro Traversaro,4720.0,Buffer,1035,WTG 975,0.5711,seba,,,,,
2025-01-21,4,Lactosa,Remotti S.A.,,Federico Fogliatto,29140.0,Buffer,1036,AG672GZ/HFN813,0.118,Lautaro,,,,,
2025-01-21,4,Barrido Cargil,Cargill S.A.C.I.,,Transcereal S.A,11760.0,Playón,1037,AG547OS/AF337VU,0.8851,Agustin ,,,,,
2025-01-21,4,Lactosa,Remotti S.A.,,Federico Fogliatto,28380.0,Buffer,1038,AG672GZ/HFN813,0.1211,Agustin ,,,,,
2025-01-22,4,Lactosa,Remotti S.A.,,Federico Fogliatto,28460.0,Buffer,1039,AG672GZ/HFN813,,seba,,,,,
2025-01-22,4,Grasa,S.A. Imp. y Exp. de la Patagonia,,Transcereal S.A,30040.0,Playón,1040,AA648ZM/AF070NV,0.5265,Agustin ,,,,,
2025-01-22,4,Ruminal,S.A. Imp. y Exp. de la Patagonia,,Murcia Mariana,27640.0,Playón,1041,FEJ852/LJH045,0.4446,Agustin ,,,,,
2025-01-23,4,Lactosa,Remotti S.A.,,Federico Fogliatto,28660.0,Buffer,1042,AG672GZ/HFN396,0.1271,Agustin ,,,,,
2025-01-23,4,Grasa,S.A. Imp. y Exp. de la Patagonia,,Transcereal S.A,27340.0,Playón,1043,AG547OS/AF337VU,0.7671,Agustin ,,,,,
2025-01-23,4,Lactosa,Remotti S.A.,,Federico Fogliatto,28460.0,Buffer,1044,AG672GZ/HFN346,0.1252,Gustavo,,,,,
2025-01-24,4,Lactosa,Remotti S.A.,,Federico Fogliatto,28440.0,Buffer,1045,AG672GZ/HFN396,0.121,Agustin ,,,,,
2025-01-24,4,Goma Vegetal,América Pampa Agroind.,America,mauro Traversaro,4820.0,Buffer,1046,WTG 975,0.5443,Agustin ,,,,,
2025-01-24,4,Ruminal,S.A. Imp. y Exp. de la Patagonia,,murcia Mariana,24520.0,Playón,1047,fEJ852/LJH045,0.2477,Gustavo,,,,,
2025-01-25,4,Lactosa,Remotti S.A.,,Federico Fogliatto,28920.0,Buffer,1048,AG672GZ/HFN396,0.123,Agustin ,,,,,
2025-01-25,4,Grasa,S.A. Imp. y Exp. de la Patagonia,,Transcereal S.A,27720.0,Playón,1049,AA648ZM/AF070NV,0.6639,Agustin ,,,,,
2025-01-26,5,Lactosa,Remotti S.A.,,Federico Fogliatto,27580.0,Buffer,1050,AG672GZ/HFN396,0.1235,Agustin ,,,,,
2025-01-27,5,Lactosa,Remotti S.A.,,Federico Fogliatto,27760.0,Buffer,1051,ag672GZ/HFN396,0.1222,Gustavo,,,,,
2025-01-28,5,Ruminal,S.A. Imp. y Exp. de la Patagonia,,Murcia Mariana,28000.0,Playón,1054,FEJ852/LJH045,0.2076,Gustavo,,,,,
2025-01-29,5,Lactosa,Remotti S.A.,,Federico Fogliatto,28540.0,Buffer,1055,AG672GZ/HFN346,0.132,Gustavo,,,,,
2025-01-29,5,Lactosa,Remotti S.A.,,Federico Fogliatto,28580.0,Buffer,1056,AG672GZ/HFN347,,Lautaro,,,,,
2025-01-29,5,Goma Vegetal,América Pampa Agroind.,America,mauro Traversaro,5200.0,Buffer,1057,WTG 975,,Lautaro,,,,,
,0,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,
