Fecha,Hora,Responsable,Proveedor,Muestra,Nº Remito,pH,Peso de muesta,ST,Tiempo de análisis,Temperatura,Observaciones,RENDIMIENTO,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
1900-01-12,07:38:00,Cristian,,Lactosa,,5.52,3.99,0.1355,27:40*,120.0,,,,,Lactosa,Leonardo
1900-01-12,10:04:00,Cristian,,PURIN,,,3.99,0.0288,25:04*,120.0,,,,,Biodigestor 040 ,Cristian
1900-01-12,11:58:00,Cristian,,buffer tank,,,3.99,0.0862,25:20*,120.0,,,,,Biodigestor 050,Agustin
2023-09-12,11:00:00,Gonzalo,,Lactosa,N°42,6.1,,0.1336,,120.0,,,,,Buffer tank,Jason
2023-09-12,11:20:00,Gonzalo,,Lactosa,N°42,6.1,,0.1321,,120.0,,,,,Silo 5,
2023-09-12,11:51:00,Gonzalo,,Biodigestor 050,,8.9,,"5,80%",,120.0,,,,,Silo 6,
2023-09-12,12:00:00,Gonzalo,,Biodigestor 040 ,,8.03,,"7,10%",,120.0,,,,,Purín,
2023-09-12,13:50:00,Gonzalo,,Lactosa,N°25,,3.755,0.1225,19:10:00,120.0,,,,,,
2023-09-12,14:00:00,Gonzalo,,Lactosa,N°25,,4.109,0.1253,,120.0,,,,,,
2023-09-12,,Gonzalo,,Lactosa,N°31,,3.103,0.1241,20:46:00,120.0,,,,,,
2023-09-12,,Gonzalo,,Silo 6,,,7.932,0.4551,41:26*,120.0,,,,,,
2023-09-13,08:50:00,Gonzalo,,Lactosa,N°38,,3.426,0.1258,19:46:00,120.0,,,,,,
2023-09-13,09:30:00,Gonzalo,,Lactosa,N°43,,,0.1267,,120.0,,,,,,
2023-09-13,10:00:00,Gonzalo,,Lactosa,N°37,,2.753,0.1246,16:56:00,120.0,,,,,,
2023-09-13,14:10:00,Gonzalo,,Lactosa,N°14,,5.762,0.1198,26:20*,120.0,,,,,,
2023-09-13,14:40:00,Gonzalo,,Lactosa,N°26,,3.456,0.1172,15:46:00,120.0,,,,,,
2023-09-13,15:10:00,Gonzalo,,Lactosa,N°27,,8.399053627760253,0.1268,31:02*,120.0,,,,,,
2023-09-14,10:00:00,Gonzalo,,Silo 5,,,8.962465169644322,0.6101,37:14*,120.0,,,,,,
2023-09-14,11:30:00,Gonzalo,,Lactosa,N°44,,2.096,0.125,16:00:00,120.0,,,,,,
2023-09-14,12:50:00,Gonzalo,,Lactosa,N°22,,3.8719806763285023,0.1242,,120.0,,,,,,
2023-09-14,14:10:00,Gonzalo,,Lactosa,N°23,,3.8735177865612647,0.1265,19:34:00,120.0,,,,,,
2023-09-14,14:45:00,Gonzalo,,Lactosa,N°21,,,0.1173,,120.0,,,,,,
2023-09-14,15:30:00,Gonzalo,,Lactosa,N°21,,4.06301824212272,0.1206,,120.0,,,,,,
2023-09-15,10:05:00,Gonzalo,,Lactosa,N°45,5.09,2.082,0.1282,12:32:00,120.0,,,,,,
2023-09-15,10:35:00,Gonzalo,,Lactosa,N°24,4.69,2.891,0.1204,13:06:00,120.0,,,,,,
2023-09-15,10:55:00,Gonzalo,,Lactosa,N°28,4.96,3.645,0.1278,19:08:00,120.0,,,,,,
2023-09-15,12:45:00,Gonzalo,,Lactosa,N°33,5.02,3.054,0.125,14:14:00,120.0,,,,,,
2023-09-15,12:55:00,Gonzalo,,Lactosa,N°34,4.88,4.004,0.1219,18:38:00,120.0,,,,,,
2023-09-15,13:15:00,Gonzalo,,Lactosa,N°36,4.66,3.276,0.1224,17:34:00,120.0,,,,,,
2023-09-15,13:40:00,Gonzalo,,Lactosa,N°32,4.86,3.764,0.1217,16:52:00,120.0,,,,,,
2023-09-18,09:30:00,Gonzalo,,Silo 5,,,7.997921718046415,0.2887,33:46*,120.0,Sector de mezcla con sorgo,,,,,
2023-09-18,09:55:00,Gonzalo,,Lactosa,N°46,4.81,4.694,0.1242,21:22:00,120.0,,,,,,
2023-09-18,10:40:00,Gonzalo,,Purín,,7.53,,0.0302,14:48:00,120.0,,,,,,
2023-09-19,10:00:00,Gonzalo,,Lactosa,N°47,5.92,5.7,0.127,25:00*,120.0,,,,,,
2023-09-19,10:30:00,Gonzalo,,Silo 5,,,4.394,0.6497,21:04:00,120.0,,,,,,
2023-09-19,11:55:00,Gonzalo,,Purín,,8.3,1.297709923664122,0.0131,11:22:00,120.0,,,,,,
2023-09-19,16:10:00,Gonzalo,,Salida a laguna,,,2.571,0.0572,15:32:00,120.0,,,,,,
2023-09-20,13:40:00,Gonzalo,,Lactosa,N°48,5.17,4.66,0.1249,23:52:00,120.0,,,,,,
2023-09-21,14:20:00,Gonzalo,,Lactosa,N°49,4.84,5.468,0.1262,29:40*,120.0,,,,,,
2023-09-21,15:00:00,Gonzalo,,Silo 5,,,12.458,0.3702,57:20*,120.0,Silo humectado,,,,,
2023-09-22,11:55:00,Gonzalo,,Contenido ruminal,N°50,,3.546,0.2589,27:14*,120.0,,,,,,
2023-09-22,12:35:00,Gonzalo,,Lactosa,N°101,6.19,3.966,0.122,18:24:00,120.0,,,,,,
2023-09-22,13:30:00,Gonzalo,,Purín,,7.78,2.461,0.0158,14:42:00,120.0,,,,,,
2023-09-22,13:50:00,Gonzalo,,Salida a laguna,,,2.458,0.0521,12:56:00,120.0,,,,,,
2023-09-25,14:00:00,Gonzalo,,Lactosa,N°102,,2.589,0.122,12:06:00,120.0,,,,,,
2023-09-25,14:15:00,Gonzalo,,Salida a laguna,,,2.629,0.0514,15:36:00,120.0,,,,,,
2023-09-27,11:30:00,Gonzalo,,Lactosa,N°51,4.87,2.217537942664418,0.1186,14:30:00,120.0,,,,,,
2023-09-27,12:30:00,Gonzalo,,Lactosa,N°51,4.87,2.512908777969019,0.1162,13:44:00,120.0,,,,,,
2023-09-27,14:00:00,Gonzalo,,Silo 5,,,7.081392162236229,0.3649,27:58*,120.0,Silo humectado,,,,,
2023-09-28,12:35:00,Gonzalo,,Purín,,7.51,6.498,0.13,24:00*,120.0,Gordos (sala 3),,,,,
2023-09-28,12:35:00,Gonzalo,,Purín,,7.69,3.777,0.0045,18:36:00,120.0,Machos,,,,,
2023-09-28,12:35:00,Gonzalo,,Lactosa,N°52,4.94,1.793,0.1233,13:30:00,120.0,,,,,,
2023-09-29,09:30:00,Gonzalo,,Purín,,,2.004,0.0235,12:28:00,120.0,,,,,,
2023-09-29,11:40:00,Gonzalo,,Lactosa,N°53,,3.928,0.124,19:48:00,120.0,,,,,,
2023-09-29,12:30:00,Gonzalo,,Mosto agotado,,5.64,3.748,0.1114,20:52:00,120.0,,,,,,
2023-09-29,13:10:00,Gonzalo,,Mosto agotado,,5.64,3.308,0.1094,17:42:00,120.0,,,,,,
2023-09-29,14:30:00,Gonzalo,,Contenido ruminal,N°54,,2.47,0.3571,14:04:00,120.0,,,,,,
2023-09-29,14:50:00,Gonzalo,,Contenido ruminal,N°54,,5.883,0.4085,33:03*,120.0,,,,,,
2023-10-02,13:20:00,Gonzalo,,Lactosa,N°55,4.76,2.843,0.1308,17:04:00,120.0,,,,,,
2023-10-02,14:00:00,Gonzalo,,Aceite,,,3.42,0.8237,11:38:00,120.0,Agotado,,,,,
2023-10-02,15:15:00,Gonzalo,,Buffer tank,,,3.994,0.0594,22:48:00,120.0,,,,,,
2023-10-02,15:40:00,Gonzalo,,Biodigestor 040 ,,,4.123,0.0599,26:26*,120.0,,,,,,
2023-10-06,09:00:00,Gonzalo,,Lactosa,N°60,4.92,2.739,0.1241,16:38:00,120.0,,,,,,
2023-10-06,09:40:00,Leonardo,,Lactosa,N°57,4.73,2.09,0.1206,18:32:00,120.0,Camión del 03/10,,,,,
2023-10-06,11:30:00,Leonardo,,Lactosa,N°58,4.92,2.079,0.1255,15:20:00,120.0,Camión del 04/10,,,,,
2023-10-06,14:30:00,Leonardo,,Lactosa,N°61,4.85,2.154,0.1221,16:02:00,120.0,,,,,,
2023-10-06,14:45:00,Leonardo,,Lactosa,N°62,4.81,1.154,0.104,11:42:00,120.0,,,,,,
2023-10-06,17:00:00,Gonzalo,,Lactosa,N°62,4.81,3.43,0.1236,17:38:00,120.0,,,,,,
2023-10-06,13:37:00,Leonardo,,Lactosa,N°63,4.92,3.413,0.1266,18:04:00,120.0,,,,,,
2023-10-09,10:22:00,Leonardo,,Lactosa,N°64,4.77,3.128,0.1215,14:34:00,120.0,,,,,,
2023-10-09,15:55:00,Agustin,,Contenido ruminal,N°59,,6.486,0.305,16:24:00,120.0,,,,,,
2023-10-10,10:22:00,Leonardo,,Lactosa,N°65,4.9,3.478,0.1236,19:24:00,120.0,,,,,,
2023-10-11,11:30:00,Cristian,,Lactosa,N°66,4.84,3.385,0.125,17:38:00,120.0,,,,,,
2023-10-12,09:45:00,Cristian,,Purín,,,,0.0192,,120.0,,,,,,
2023-10-12,10:40:00,Cristian,,Lactosa,N°67,4.73,6.087,0.126,27:20*,120.0,,,,,,
2023-10-12,21:42:00,Agustin,,Lactosa,N°68,4.8,8.025,0.131,22:20:00,120.0,,,,,,
2023-10-13,11:29:00,Cristian,,Lactosa,N°69,4.84,6.929,0.126,24:46*,120.0,,,,,,
2023-10-13,12:45:00,Cristian,,Purín,,,,0.0295,15:50*,120.0,,,,,,
2023-10-13,18:30:00,Leonardo,,Lactosa,N°70,5.22,3.445,0.1289,19:30:00,120.0,,,,,,
2023-10-13,21:30:00,Leonardo,,Biodigestor 040 ,,,3.924,0.0558,16:48:00,120.0,,,,,,
2023-10-13,22:05:00,Leonardo,,Biodigestor 050,,,3.936,0.0617,17:50:00,120.0,,,,,,
2023-10-14,21:30:00,Leonardo,,Contenido ruminal,N°71,,3.625,0.6149,11:06:00,120.0,,,,,,
2023-10-14,22:23:00,Leonardo,,Contenido ruminal,N°71,,3.748,0.6508,10:36:00,120.0,,,,,,
2023-10-16,20:54:00,Leonardo,,Lactosa,N°72,4.84,3.526,0.1259,21:36:00,120.0,,,,,,
2023-10-17,13:30:00,Jason,,Lactosa,N°73,5.44,4.147,0.1233,17:00:00,120.0,,,,,,
2023-10-17,13:30:00,Jason,,Contenido ruminal,N°71,,1.963,0.5863,09:04:00,120.0,,,,,,
2023-10-17,20:22:00,Leonardo,,Biodigestor 040 ,,,4.066,0.062,18:54:00,120.0,,,,,,
2023-10-17,21:00:00,Leonardo,,Biodigestor 050,,,4.498,0.0641,23:14:00,120.0,,,,,,
2023-10-17,21:30:00,Leonardo,,Buffer tank,,,3.554,0.0447,16:36:00,120.0,,,,,,
2023-10-17,22:00:00,Leonardo,,Silo 5,,,7.248,0.5164,29:30*,120.0,Silo humectado,,,,,
2023-10-18,10:00:00,Jason,,Salida a laguna,,,4.721,0.04849999999999999,26:28*,120.0,,,,,,
2023-10-18,10:30:00,Jason,,Silo 5,,,6.282,0.3606,42:08*,120.0,Silo humectado,,,,,
2023-10-18,12:20:00,Jason,,Laguna,,,5.216,0.1246,16:48:00,120.0,,,,,,
2023-10-18,13:25:00,Jason,,Dewatering,,,5.135,0.0633,21:48:00,120.0,,,,,,
2023-10-18,13:45:00,Jason,,Lactosa,N°74,,3.567,0.1254,22:20:00,120.0,,,,,,
2023-10-19,10:00:00,Jason,,Lactosa,N°75,,5.014,0.1247,26:36*,120.0,,,,,,
2023-10-19,10:30:00,Jason,,Lactosa,N°75,,3.088,0.1186,15:00:00,120.0,,,,,,
2023-10-19,11:45:00,Jason,,Silo 6,,,4.062,0.4254,20:32:00,120.0,,,,,,
2023-10-19,12:05:00,Jason,,Silo 6,,,4.456,0.4026,20:28:00,120.0,,,,,,
2023-10-19,14:00:00,Jason,,Dewatering,,,8.179,0.0544,31:08*,120.0,,,,,,
2023-10-19,14:40:00,Jason,,Laguna,,,8.62,0.1317,30:00*,120.0,,,,,,
2023-10-20,00:54am,Agustin,,Bioabono,,,4.033,0.1401,01:20am,120.0,,,,,,
2023-10-20,07:30:00,Jason,,Bioabono,,,8.061,0.2491,46:10*,120.0,,,,,,
2023-10-20,08:00:00,Jason,,Dewatering,,,6.405,0.0567,24:10*,120.0,,,,,,
2023-10-20,09:30:00,Jason,,Salida a laguna,,,4.58,0.048,19:04:00,120.0,,,,,,
2023-10-20,10:20:00,Jason,,Lactosa,N°76,,3.85,0.1232,18:46:00,120.0,,,,,,
2023-10-20,11:00:00,Jason,,Lactosa,N°77,,7.829,0.1269, 10:56,120.0,,,,,,
2023-10-20,14:00:00,Jason,,Biodigestor 040 ,,,6.788,0.0597,  27:20,120.0,,,,,,
2023-10-20,15:00:00,Jason,,Biodigestor 050,,,7.442,0.0586,"1 day, 0:20:00",120.0,,,,,,
2023-10-20,18:30:00,Cristian,,Lactosa,N°78,,4.025,0.1275,30:22*,120.0,,,,,,
2023-10-21,02:03am,Agustin,,Silo 5,,,4.586,0.4117,02:29am,120.0,,,,,,
2023-10-21,02:33am,Agustin,,Buffer tank,,,6.178,0.0722,03:01am,120.0,,,,,,
2023-10-21,10:00:00,Jason,,Buffer tank,,,7.07,0.073,26:54*,120.0,agitando ,,,,,
2023-10-21,10:40:00,Jason,,Buffer tank,,,8.112,0.0717,28:34*,120.0,s/agitar,,,,,
2023-10-21,13:40:00,Jason,,Purín,,,6.025,0.0229,23:30*,120.0,Purín,,,,,
2023-10-22,10:12:00,Jason,,Buffer tank,,,8.741,0.0397,30:24*,120.0,,,,,,
2023-10-22,13:43:00,Jason,,Purín,,,7.074,0.0192,27:42*,120.0,Purín,,,,,
2023-10-22,16:20:00,Cristian,,Biodigestor 040 ,,,6.67,0.0482,25:01*,120.0,,,,,,
2023-10-22,17:20:00,Cristian,,Biodigestor 050,,,7.66,0.0623,23:11*,120.0,,,,,,
2023-10-22,18:20:00,Cristian,,Dewatering,,,7.71,0.0486,39:20*,120.0,,,,,,
2023-10-22,19:20:00,Cristian,,Salida a laguna,,,6.63,0.048,42:02*,120.0,,,,,,
2023-10-23,09:32:00,Agustin,,Silo 6,,,4.754,0.3823,23:46*,120.0,,,,,,
2023-10-23,11:11hs,Agustin,,Laguna,,,6.071,0.0498,28:04*,120.0,Medio de la laguna,,,,,
2023-10-23,15:35hs,Agustin,,Biodigestor 040 ,,,7.43,0.0489,35:02*,120.0,,,,,,
2023-10-24,11:15hs,Agustin,,Purín,,,2.801,0.0165,24:39*,120.0,,,,,,
2023-10-24,11:54hs,Agustin,,Buffer tank,,,2.788,0.0101,36:24*,120.0,,,,,,
2023-10-25,02:00:00,Leonardo,Manjar Blanco,Suero,,,3.164,0.0673,17:54:00,120.0,no se encuentran rastros de caramelo (azucar) ,,,,,
2023-10-25,02:20:00,Leonardo,Maffia,Suero,,,3.394,0.0642,18:28:00,120.0,no se encuentran rastros de caramelo (azucar) ,,,,,
2023-10-25,02:40:00,Leonardo,Marilac,Suero,,,3.856,0.0578,18:54:00,120.0,no se encuentran rastros de caramelo (azucar) ,,,,,
2023-10-25,03:00:00,Leonardo,Frigorífico Maru,Contenido ruminal,,,5.276,0.3058,26:10*,120.0,,,,,,
2023-10-25,04:00:00,Leonardo,Frigorífico Pampa,Contenido ruminal,,,5.492,0.15900000000000003,23:20:00,120.0,,,,,,
2023-10-25,04:36:00,Leonardo,Frigorífico Pampa,Grasa,,,4.596,0.7374,20:06:00,120.0,,,,,,
2023-10-25,05:00:00,Leonardo,Frigorífico Pampa,"Harina, carne y hueso",,,5.219,0.9414,10:56:00,120.0,,,,,,
2023-10-25,05:45:00,Leonardo,Frigorífico Pampa,Sangre,,,2.1163,0.1201000000000001,21:16:00,120.0,,,,,,
2023-10-25,,Jason,Maffia,Suero,,,5.943,0.0655,20:38:00,120.0,,,,,,
2023-10-25,,Jason,Frigorífico Pampa,Sangre,,,5.142,0.12,35:00*,120.0,,,,,Buffer,"ST, SV"
2023-10-25,,Jason,Frigorífico Pampa,Grasa,,,10.135,0.8588,21:30:00,120.0,,,,,Biodigestor 040,"ST, SV, nitrógeno amoniacal"
2023-10-25,,Jason,Frigorífico Pampa,Contenido ruminal,,,10.197,0.1748,56:50*,120.0,,,,,Biodigestor 050,"ST, SV, nitrógeno amoniacal"
2023-10-25,,Jason,Frigorífico Maru,Contenido ruminal,,,10.674,0.3661,55:58*,120.0,,,,,Grasa de frigorífico,"ST, SV, lípidos, proteínas, carbohidratos, azufre total"
2023-10-25,,Jason,Frigorífico Pampa,"Harina, carne y hueso",,,6.804,0.9364,13:06:00,120.0,,,,,Carne/hueso frigorífico,"ST, SV, lípidos, proteínas, carbohidratos, azufre total"
2023-10-25,,Jason,Remotti,Lactosa,N°79,,8.622,0.1272,38:48*,120.0,,,,,,
2023-10-25,,Jason,Manjar Blanco,Suero,,,7.774,0.0698,29:22*,120.0,,,,,,
2023-10-25,,Jason,Marilac,Suero,,,6.564,0.0638,30:04*,120.0,,,,,,
2023-10-26,12:03:00,Agustin,,Silo 6,,,6.159,0.3997,36:08*,120.0,,,,,,
2023-10-26,13:32:00,Agustin,Frigorífico Pampa,"Harina, carne y hueso",,,4.39,0.9342,12:16:00,120.0,,,,,,
2023-10-26,13:48:00,Agustin,Frigorífico Pampa,Contenido ruminal,,,5.835,0.1824,38:32*,120.0,,,,,,
2023-10-26,14:37:00,Agustin,Frigorífico Maru,Contenido ruminal,,,4.905,0.3375,33:14*,120.0,,,,,,
2023-10-26,14:21:00,Agustín,Remotti,Lactosa,N°80,,7.517,0.1264,35:38*,120.0,,,,,,
2023-10-26,16:30hs,Jason ,,Laguna,,,5.641,0.0618,26:52*,120.0,laguna de la granja,,,,,
2023-10-26,17:35hs,Jason ,,Laguna,,,6.186,0.0527,22:06:00,120.0,laguna de la granja  (CAÑON),,,,,
2023-10-27,04:00:00,Leonardo,,Biodigestor 050,,,3.702,0.0567,17:54:00,120.0,,,,,,
2023-10-27,05:30:00,Leonardo,,Biodigestor 040 ,,,4.662,0.0678,22:52:00,120.0,,,,,,
2023-10-27,07:31:00,Agustín,,Laguna,,,7.829,0.0298,26:30*,120.0,,,,,,
2023-10-27,09:54:00,Agustín,,laguna(cañon),,,7.429,0.0478,36:06*,120.0,,,,,,
2023-10-27,11:19:00,Agustín,,Buffer tank,,,5.567,0.0307,36:48*,120.0,,,,,,
2023-10-27,14:09:00,Agustín,,Purín,,,6.648,0.0177,"1 day, 6:28:00",120.0,,,,,,
2023-10-27,19:15:00,Jason,,Lactosa,N°81,,4.433,0.1245,21:00*,120.0,,,,,,
2023-10-27,20:32:00,Jason ,,Lactosa,N°82,,5.246,0.1252,24:12*,120.0,,,,,,
2023-10-27,22:25:00,Jason ,,Buffer tank,,,7.552,0.065,30:08*,120.0,agitado con los dos camiones descargados.,,,,,
2023-10-28,,Cristian ,,Silo 6,,,4.586,0.3588,30:01*,120.0,,,,,,
2023-10-28,12:54:00,Agustín,,Buffer tank,,,5.806,0.0343,25:42*,120.0,,,,,,
2023-10-28,13:35:00,Agustín,,Purín,,,7.956,0.0161,27:20*,120.0,,,,,,
2023-10-28,14:06:00,Agustín,Remotti,Lactosa,N°83,,5.55,0.1215,34:28*,120.0,,,,,,
2023-10-28,,Jason ,,Dewatering,,,6.129,0.0588,22:26*,120.0,,,,,,
2023-10-28,,Jason ,,Salida a laguna,,,6.412,0.0476,29:20*,120.0,,,,,,
2023-10-28,,Jason ,,Buffer tank,,,9.53,0.0527,36:02*,120.0,,,,,,
2023-10-28,,Jason ,,Lactosa,N°83,,5.575,0.1243,23:34*,120.0,,,,,,
2023-10-29,09:00:00,Leonardo,,Buffer tank,,,4.297,0.0521,19:28:00,120.0,,,,,,
2023-10-29,09:30:00,Leonardo,,Purín,,,3.807,0.0205,18:30:00,120.0,,,,,,
2023-10-29,18:38:00,Jason ,,Biodigestor 040 ,,,6.681,0.0547,19:56*,120.0,,,,,,
2023-10-29,19:30:00,Jason ,,Biodigestor 050,,,8.319,0.0552,25:00*,120.0,,,,,,
2023-10-30,09:20:00,Leonardo,,Purín,,,4.16,0.019,23:36:00,120.0,,,,,,
2023-10-30,14:15:00,Gonzalo,,Lactosa,N°84,4.59,2.905,0.1174,15:24:00,120.0,,,,,,
2023-10-30,16:50:00,Jason,,Lactosa,N°84,,7.278,0.1248,36:08*,120.0,,,,,,
2023-10-30,17:50:00,Jason,,Buffer tank,,,9.293,0.0456,33:32*,120.0,,,,,,
2023-10-30,21:07:00,Jason,,Salida a laguna,,,6.208,0.0465,19:58*,120.0,,,,,,
2023-10-30,19:37:00,Jason,,Dewatering,,,7.064,0.0552,26:02*,120.0,,,,,,
2023-10-31,10:00:00,Leonardo,,Lactosa,N°86,4.62,3.966,0.1203,20:08:00,120.0,,,,,,
2023-10-31,10:40:00,Leonardo,,Purín,,,3.899,0.019,17:48:00,120.0,,,,,,
2023-10-31,11:00:00,Leonardo,,Buffer tank,,,3.335,0.0504,18:34:00,120.0,,,,,,
2023-11-01,11:20:00,Leonardo,,Lactosa,N°88,4.81,3.103,0.1267,18:40:00,120.0,,,,,,
2023-11-01,13:57:00,Leonardo,,Buffer tank,,,3.61,,,120.0,,,,,,
2023-11-01,20:14:00,Agustín,,Biodigestor 040 ,,,5.792,0.0497,23:52*,120.0,,,,,,
2023-11-01,21:19:00,Agustín,,Biodigestor 050,,,5.355,0.0558,27:20*,120.0,,,,,,
2023-11-02,20:31:00,Agustín,,Silo 6,,,5.63,0.5252,27:02*,120.0,lo que cae al biomix.,,,,,
2023-11-02,21:11:00,Agustín,,Bioabono,,,5.523,0.242,30:02*,120.0,,,,,,
2023-11-02,22:01:00,Agustín,,Buffer tank,,,5.445,0.0237,30:56*,120.0,,,,,,
2023-11-03,03:04:00,Jason,,Silo 6,,,6.152,0.3848,29:08*,120.0,lo que cae al biomix,,,,,
2023-11-03,03:41:00,Jason,,Biodigestor 040 ,,,7.336,0.0472,26:38*,120.0,,,,,,
2023-11-03,05:28:00,Jason,,Biodigestor 050,,,8.544,0.0556,28:00*,120.0,,,,,,
2023-11-03,10:00:00,Leonardo,,Purín,,,3.428,0.0254,"1 day, 1:38:00",120.0,,,,,,
2023-11-03,15:55:00,Agustín,,Buffer tank,,,5.42,0.0151,28:04**,120.0,,,,,,
2023-11-04,05:55:00,Jason ,,Buffer tank,,,8.68,0.021,27:44*,120.0,,,,,,
2023-11-04,15:52:00,Agustín,,Lactosa,N°89/91,,6.663,0.1325,40:04*,120.0,,,,,,
2023-11-05,20:25:00,Agustín,,Buffer tank,,,5.8,0.0598,20:25*,120.0,,,,,,
2023-11-05,05:25:00,Jason ,,Lactosa,N°89/91,,5.38,0.1322,26:02*,120.0,,,,,,
2023-11-05,06:05:00,Jason ,,Buffer tank,,,9.398,0.0548,35:04*,120.0,,,,,,
2023-11-05,06:38:00,Jason ,,Biodigestor 040 ,,,6.691,0.0463,28:48*,120.0,,,,,,
2023-11-05,07:10:00,Jason ,,Biodigestor 050,,,8.631,0.0583,27:44*,120.0,,,,,,
2023-11-05,10:45:00,Cristian ,,Buffer tank,,,6.179,0.0262,35:40*,120.0,,,,,,
2023-11-05,05:52:00,Jason ,,Biodigestor 040 ,,,5.225,0.0466,22:10*,120.0,,,,,,
2023-11-05,06:26:00,Jason ,,Biodigestor 050,,,7.829,0.0542,31:28*,120.0,,,,,,
2023-11-05,11:45:00,Cristian ,,Buffer tank,,,36.64,0.0262,27:32*,120.0,,,,,,
2023-11-05,13:30:00,Cristian ,,Lactosa,N°92,,8.36,0.1213,33:04*,120.0,,,,,,
2023-11-07,04:18:00,Jason ,,Dewatering,,,10.925,0.0536,37:42*,120.0,,,,,,
2023-11-07,04:59:00,Jason ,,Salida a laguna,,,9.785,0.0462,41:08*,120.0,,,,,,
2023-11-07,05:41:00,Jason ,,Silo,,,8.085,0.595,36:52*,120.0,,,,,,
2023-11-07,10:08:00,Cristian ,,Lactosa,N°93,4.82,5.19,0.1252,37:08*,120.0,,,,,,
2023-11-07,11:00:00,Cristian ,,Buffer tank,,,5.36,0.0586,26:40*,120.0,,,,,,
2023-11-07,12:00:00,Cristian ,,Purín,,,7.74,0.034,34:52*,120.0,,,,,,
2023-11-07,21:30:00,Leonardo,,Lactosa,N°94,4.96,3.051,0.1357,23:12:00,120.0,,,,,,
2023-11-07,22:00:00,Leonardo,,Lactosa,N°94,4.96,3.213,0.1303,21:00:00,120.0,,,,,,
2023-11-07,22:45:00,Leonardo,,Buffer tank,,,3.213,0.064,17:36:00,120.0,,,,,,
2023-11-07,00:21:00,Jason,,Buffer tank,,,9.109,0.063,36:24*,120.0,,,,,,
2023-11-08,09:40:00,Cristian ,,Lactosa,N°95,5.12,6.45,0.1243,27:30*,120.0,,,,,,
2023-11-08,09:10:00,Cristian ,,Buffer tank,,,6.19,0.0723,29:32*,120.0,,,,,,
2023-11-08,10:10:00,Cristian ,,Dewatering,,,9.06,0.3483,40:52*,120.0,,,,,,
2023-11-08,11:15:00,Cristian ,,Salida a laguna,,,7.5,0.0435,29:12*,120.0,,,,,,
2023-11-08,13:11:00,Cristian ,,Biodigestor 050,,,10.45,0.0403,36:42*,120.0,,,,,,
2023-11-08,17:00:00,Leonardo,,Lactosa,N°96,5.11,3.509,0.1294,16:54:00,120.0,,,,,,
2023-11-09,07:49:00,Cristian ,,Buffer tank,,,4.79,0.0879,24:08*,120.0,,,,,,
2023-11-09,08:34:00,Cristian ,,Lactosa,N°97,5.03,7.37,0.1263,29:32*,120.0,,,,,,
2023-11-09,09:30:00,Cristian ,,soild feeder ,,,8.13,0.3788,49:34*,120.0,,,,,,
2023-11-09,11:21:00,Cristian ,,Muestra galan ,,6.35,5.23,0.06,25:48*,120.0,,,,,,
2023-11-10,02:16am,Agustín,,Buffer tank,,,6.165,0.0639,23:50*,120.0,,,,,,
2023-11-10,02:50am,Agustín,,Silo 6,,,5.865,0.4525,22:32*,120.0,lo que cae al biomix,,,,,
2023-11-10,03:28am,Agustín,,Biodigestor 040 ,,,5.883,0.0505,29:11*,120.0,,,,,,
2023-11-10,04:04am,Agustín,,Biodigestor 050,,,5.497,0.0522,30:43*,120.0,,,,,,
2023-11-10,,Cristian ,,Lactosa,N°98,,7.89,0.1268,32:12*,120.0,,,,,,
2023-11-10,,Cristian ,,Lactosa,N°99,,6.75,0.1276,29.45,120.0,,,,,,
2023-11-11,08:47:00,Jason,,Buffer tank,,,8.458,0.0627,28:38*,120.0,,,,,,
2023-11-11,09:18:00,Jason,,Buffer tank,,,9.661,0.0179,28:38*,120.0,Purín de la granja.,,,,,
2023-11-11,09:48:00,Jason,,Biodigestor 040 ,,,8.5,0.0466,27:58*,120.0,,,,,,
2023-11-11,10:28:00,Jason,,Biodigestor 050,,,10.516,0.0545,32:34*,120.0,,,,,,
2023-11-11,11:32:00,Jason,,Silo 6,,,6.592,0.3836,28:334*,120.0,Ingreso al biomix,,,,,
2023-11-11,12:20:00,Jason,,Dewatering,,,10.138,0.0471,33:46*,120.0,,,,,,
2023-11-11,13:07:00,Jason,,Salida a laguna,,,8.312,0.0392,25:58*,120.0,,,,,,
2023-11-11,14:30:00,Jason,,Laguna,,,8.803,0.0359,33:52*,120.0,del sector de la balsa ,,,,,
2023-11-12,08:31:00,Jason ,,Buffer tank,,,9.33,0.0463,31:32*,120.0,,,,,,
2023-11-12,09:07:00,Jason ,,Purín,,,10.01,0.0182,33:12*,120.0,Purín,,,,,
2023-11-12,10:04:00,Jason ,,Silo 6,,,7.638,0.4089,39:58*,120.0,,,,,,
2023-11-12,11:07:00,Jason ,,Dewatering,,,13.282,0.0625,54:18*,120.0,"recirculando nivel 72,71%",,,,,
2023-11-13,12:14:00,Jason ,,Lactosa,N°100,,6.898,0.128,28:10*,120.0,,,,,,
2023-11-13,15:38:00,Jason ,America Pampa ,Goma vegetal ,N°103,,12.323,0.422,46:56*,120.0,,,,,,
2023-11-13,18:20:00,Cristian ,,Lactosa,N°104,,6.954,0.1286,31:36*,120.0,,,,,,
2023-11-13,23:30pm,Agustín,,Dewatering,,,5.888,0.0387,30:21*,120.0,,,,,,
