Fecha_Unnamed: 0_level_1,Hora_Unnamed: 1_level_1,Responsable_Unnamed: 2_level_1,Calidad Gas BIO 040_CO2,Columna1_CH4,Columna2_O2,Columna3_H2S,Calidad Gas BIO 050_CO2,Columna4_CH4,Columna5_O2,Columna6_H2S,Calidad de biogás ingreso al CHP_CO2,Columna7_CH4,Columna8_O2,Columna9_H2S,"Datos de consumo del motor_Caudal másico
 SCADA (kg/h)","Columna10_Caudal CHP
(l/s)","Columna11_Potencia 
exacta (kW)","Eficiencia y biogás_Consumo
 (m3/MW)","Columna12_Biogás generado
 (m3/d)","Columna13_Biogás 
generado (m3/h)","Columna14_LHV
(kWh/m3)",Columna15_Energía entregada a CHP (kW),"Columna16_η
eléctrico (%)",Columna17_Unnamed: 24_level_1,Columna18_Unnamed: 25_level_1,Columna19_Unnamed: 26_level_1
,,,040AIT01,040AIT02,040AIT03,040AIT04,050AIT01,050AIT02,050AIT03,050AIT04,080AIT01,080AIT02,080AIT03,080AIT04,090FIT01,,,,,,,,,,,
2023-03-19,,,45.56,51.71,0.16,25,42.88,52.61,0.41,37,,,,,,,,,,,,,,,,
2023-03-20,,,45.79,51.76,0.16,21,42.68,52.79,0.5,72,,,,,,,,,,,,,,,,
2023-03-21,,,47.56,50.3,0.14,27,42.99,52.88,0.45,90,,,,,,,,,,,,,,,,
2023-03-22,,,46.5,51.59,0.16,21,43.19,53.51,0.38,143,,,,,,,,,,,,,,,,
2023-03-23,,,46.33,51.51,0.18,24,42.76,52.8,0.56,102,,,,,,,,,,,,,,,,
2023-03-24,,,47.73,50.28,0.17,18,42.53,53.29,0.5,66,,,,,,,,,,,,,,,,
2023-03-25,,,48.08,50.09,0.13,18,43.18,53.1,0.44,104,,,,,,,,,,,,,,,,
2023-03-26,,,44.93,53.99,0.21,27,43.67,53.08,0.6,84,,,,,,,,,,,,,,,,
2023-03-27,,,46.12,52.54,24,24,43.34,54.37,0.35,99,,,,,,,,,,,,,,,,
2023-03-28,,,42.72,54.29,0.27,26,42.61,53.38,0.45,88,,,,,,,,,,,,,,,,
2023-03-29,,,46.68,49.66,0.24,17,42.63,52.98,0.36,60,,,,,,,,,,,,,,,,
2023-03-30,,,48.67,50.21,0.17,22,43.78,52.6,0.54,130,,,,,,,,,,,,,,,,
2023-03-31,,,48.95,50.17,0.17,17,44.53,52.21,0.53,102,,,,,,,,,,,,,,,,
2023-04-01,,,47.95,51.24,0.22,23,44.22,53.32,0.45,98,,,,,,,,,,,,,,,,
2023-04-02,,,47.07,50.93,0.18,18,42.49,53.54,0.5,124,,,,,,,,,,,,,,,,
2023-04-03,,,45.72,0.5003,0.0019,23,42.25,53.82,0.47,86,,,,,,,,,,,,,,,,
2023-04-04,00:25am,Jason,0.4587,0.5184,0.0019,21,0.4257,0.5338,0.0047,49,0.4591,0.5245,0.0021,16,1207.991,184.5,1277.0,520.1252936570087,13799.163298355521,574.96513743148,5.229543700364474,3473.4629257820834,0.3676446322548473,,,
2023-04-05,00:05am,Jason,0.4401,0.54,0.002,16,0.426,0.5357,0.0047,42,0.4422,0.536,0.0018,14,978.768,146.1,1051.0,500.4376784015224,10444.764899714557,435.1985374881065,5.3442048110493,2810.83796241949,0.37390984967889396,,,
2023-04-06,00:07am,Jason,0.4161,0.5524,0.0034,31,0.4173,0.5367,0.0058,45,0.4157,0.5515,0.0035,12,1029.631,153.5,1127.0,490.3283052351375,7809.73840461402,325.4057668589175,5.498748047189718,3038.6081708770384,0.37089349354139073,,,
2023-04-07,00:07am,Agustín,0.4575,0.5184,0.0034,34,0.4254,0.5323,0.006,55,0.4514,0.52,0.0037,42,1.899,0.0,0.0,0.0,0,0.0,5.184676309226933,0.0,0.0,,,
2023-04-08,00:09am,Agustín,0.4657,0.5085,0.0029,34,0.4313,0.5177,0.0071,48,0.4572,0.5023,0.0052,20,1305.958,200.2,1353.0,532.6829268292684,10980.352975609758,457.51470731707326,5.0081979040859395,3609.5083934328186,0.3748432895908107,,,
2023-04-09,00:06am,Agustín,0.4573,0.514,0.0027,40,0.4309,0.5242,0.0054,48,0.4537,0.5124,0.0038,34,753.938,117.9,753.0,563.6653386454184,10823.749845418326,450.98957689243025,5.108900270861308,2168.421630964374,0.3472571889375196,,,
2023-04-10,00:10am,Agustín,0.4607,0.5105,0.0027,44,0.4288,0.5343,0.0056,43,0.4476,0.5156,0.0044,35,766.115,120.1,751.0,575.7123834886818,11785.765144074567,491.07354766977363,5.14080597122578,2222.6788697191782,0.3378805684578646,,,
2023-04-11,00:09am,Agustín,0.4646,0.5141,0.0027,35,0.4189,0.5294,0.0063,55,0.4535,0.5124,0.0039,30,752.801,117.8,751.0,564.6870838881491,13133.497843941412,547.2290768308922,5.108900270861308,2166.5824268668634,0.34662886151349226,,,
2023-04-12,00:07am,Agustín,0.4694,0.5079,0.0023,35,0.4244,0.5313,0.0057,73,0.4597,0.5145,0.003,37,1087.042,168.9,1125.0,540.48,13022.4548352,542.6022848,5.129838386725493,3119.1469326645692,0.36067553862842716,,,
2023-04-13,00:30am,Leonardo,0.4735,0.5202,0.0024,43,0.4337,0.538,0.0062,169,0.4697,0.5235,0.0023,70,951.036,143.6,973.0,531.305241521069,13004.009256320662,541.8337190133609,5.219573169000575,2698.310545446537,0.3605960039113958,,,
2023-04-14,00:01am,Leonardo,0.4846,0.5094,0.0025,38,0.4288,0.5365,0.69,170,0.4683,0.5181,0.0034,62,1131.369,174.8,1203.0,523.0922693266834,13301.315766583544,554.2214902743143,5.165732299635527,3250.692021514645,0.3700750461864633,,,
2023-04-15,00:01am,Leonardo,0.4109,0.568,0.0028,56,0.4176,0.5358,0.0069,170,0.409,0.5656,0.0031,91,1203.99,171.8,1354.0,456.77991137370753,12576.845613589365,524.0352338995568,5.639332539420678,3487.814388980901,0.3882087315992819,,,
2023-04-16,01:08am,Leonardo,0.4556,0.5289,0.0024,24,0.421,0.5268,0.008,165,0.4475,0.5296,0.0027,52,1132.383,169.5,1201.0,508.0766028309742,15208.577040799335,633.6907100333057,5.280393410320353,3222.0960589774795,0.37273873218451875,,,
2023-04-17,04:05am,Leonardo,0.4757,0.5202,0.0021,23,0.4339,0.5242,0.0085,178,0.4739,0.5262,0.0027,49,1283.789,195.5,1354.0,519.7932053175775,15557.582166912853,648.2325902880356,5.246493603683099,3692.4821982721655,0.3666910027714098,,,
2023-04-18,00:05am,Leonardo,0.4755,0.5339,0.0024,37,0.4407,0.5196,0.009,151,0.4681,0.5255,0.0032,73,1279.886,194.3,1348.0,518.9020771513353,16687.039801780415,695.2933250741839,5.239514231728371,3664.935414809361,0.3678100286714381,,,
2023-04-19,00:17am,Agustín,0.4662,0.5259,0.0022,37,0.4351,0.5161,0.0091,189,0.456,0.5231,0.0036,83,1238.406,193.3,1350.0,515.4666666666667,16849.39398666667,702.0580827777779,5.215584956455017,3629.421259497918,0.37196012903356235,,,
2023-04-20,00:15am,Agustín,0.4627,0.5222,0.0016,41,0.433,0.5199,0.0074,133,0.4592,0.5141,0.0019,66,1247.732,193.6,1351.0,515.8845299777942,16880.433106143595,703.3513794226498,5.125850174179935,3572.512537396448,0.37816522289508125,,,
2023-04-21,02:00am,Cristián,0.4627,0.5227,0.19,39,0.4266,0.5086,0.0104,102,0.4534,0.5204,0.32,63,1234.671,193.8,1353.0,515.6541019955655,15818.983870509981,659.1243279379158,5.188664521772491,3620.027463550232,0.3737540705487042,,,
2023-04-22,02:00am,Cristián,0.4593,0.5248,0.002,42,0.423,0.5046,0.0115,122,0.4513,0.5219,0.0029,67,1111.894,172.6,1201.0,517.3688592839301,16292.162673771856,678.8401114071606,5.20362031881834,3233.3215213009635,0.3714446559328761,,,
2023-04-23,01:25am,Cristián,0.4654,0.5222,0.0021,49,0.4283,0.5064,0.0116,122,0.4619,0.5222,0.0023,73,980.1,163.4,1050.0,560.2285714285714,17686.57846628571,736.9407694285713,5.206611478227508,3062.737135952549,0.34283059674771504,,,
2023-04-24,02:00am,Cristián,0.4638,0.52,0.0017,50,0.43,0.5052,0.0104,141,0.4564,0.5188,0.0025,76,1240.789,193.7,1350.0,516.5333333333333,16920.01008533333,705.0004202222221,5.172711671590255,3607.035302833316,0.3742685853225719,,,
2023-04-25,00:06am,Jason,0.4592,0.5216,0.0017,57,0.4319,0.5014,0.0103,137,0.4511,0.5187,0.0029,81,1225.571,194.5,1352.0,517.8994082840237,17560.254687869823,731.6772786612427,5.171714618453866,3621.234575841397,0.37335333342382593,,,
2023-04-26,00:08am,Jason,0.4565,0.5217,0.0017,52,0.4271,0.5028,0.0104,118,0.448,0.5209,0.0025,63,1234.528,193.6,1351.0,515.8845299777942,17266.598471058474,719.4416029607697,5.193649787454441,3619.766155864247,0.37322852964169956,,,
2023-04-27,00:08am,Jason,0.4497,0.5222,0.0015,49,0.4237,0.5031,0.0104,100,0.4426,0.5214,0.0021,67,1219.776,193.1,1349.0,515.3150481838398,17453.267204744257,727.2194668643441,5.198635053136389,3613.883143538292,0.37328268414324456,,,
2023-04-28,00:09am,Jason,0.4568,0.5182,0.0013,51,42.62,0.5081,0.83,120,0.4465,0.518,0.0025,80,1338.224,216.1,1502.0,517.9494007989348,15333.757343808258,638.9065559920108,5.164735246499138,4017.9574323664697,0.3738217801663872,,,
2023-04-29,00:12am,Jason,0.4579,0.5154,0.0016,46,42.81,0.5065,0.82,111,0.4508,0.5176,0.0031,70,1344.841,221.0,1501.0,530.0466355762825,18117.76787208528,754.9069946702199,5.1607470339535775,4105.8903402134665,0.36557235474583144,,,
2023-04-30,00:11am,Jason,44.4,0.5224,0.15,46,41.99,0.5067,0.88,79,44.1,0.5248,0.26,69,1222.003,196.0,1352.0,521.8934911242604,17269.75831952663,719.5732633136096,5.232534859773644,3692.076597056283,0.3661895858493181,,,
2023-05-01,00:18am,Agustín,0.4662,0.5283,0.0021,75,0.4354,0.5137,0.0094,156,0.4538,0.5285,0.0026,108,1341.556,208.8,1500.0,501.12,15761.5068672,656.7294528,5.269425825820065,3960.922004752427,0.3786997063310657,,,
2023-05-02,00:12am,Agustín,0.4549,0.5241,0.0021,56,0.4244,0.5084,0.0097,184,0.4452,0.5232,0.0028,89,1218.227,189.4,1350.0,505.06666666666666,15334.783626666667,638.9493177777778,5.216582009591407,3556.874277419805,0.3795467297144122,,,
2023-05-03,00:18am,Agustín,0.468,0.5209,0.0025,56,0.4382,0.513,0.0088,161,0.4629,0.5231,0.0029,65,1246.435,191.1,1350.0,509.6000000000001,15960.641424000003,665.0267260000002,5.215584956455017,3588.113826642794,0.3762422445954349,,,
2023-05-04,00:09am,Agustín,0.4697,0.5211,0.0026,50,0.4382,0.5104,0.0095,161,0.4638,0.5198,0.003,60,1053.745,161.7,1125.0,517.44,15910.907443200002,662.9544768000001,5.182682202954153,3016.9429639836717,0.3728940233309922,,,
2023-05-05,00:09am,Agustín,0.4681,0.5227,0.0021,42,0.4427,0.5133,0.0081,118,0.4614,0.5233,0.0027,67,1242.119,192.6,1352.0,512.8402366863905,16344.37732366864,681.0157218195267,5.217579062727795,3617.660618932944,0.37372217640437,,,
2023-05-06,00:06am,Agustín,0.4626,0.5248,0.002,41,0.4328,0.5094,0.0097,96,0.4592,0.5243,0.0025,54,1237.419,193.1,1352.0,514.171597633136,16826.316949704138,701.0965395710058,5.227549594091694,3633.983375828782,0.3720435291456602,,,
2023-05-07,00:05am,Leonardo,0.4635,0.5273,0.002,56,0.4371,0.5146,0.0084,138,0.4583,0.527,0.0026,66,1247.255,193.5,1353.0,514.8558758314856,14574.045871396896,607.2519113082041,5.254470028774218,3660.2638220441204,0.36964548616727855,,,
2023-05-08,00:09am,Leonardo,0.4707,0.5271,0.0021,58,0.4445,0.5144,0.0089,116,0.4645,0.5272,0.0028,45,1234.305,192.8,1351.0,513.7527757216876,16541.63719674315,689.2348831976313,5.256464135046998,3648.4066268534207,0.3702986366860028,,,
2023-05-09,00:05am,Leonardo,0.4701,0.5307,0.0021,63,0.4449,0.5133,0.0095,126,0.4662,0.5296,0.0027,66,1228.781,190.6,1351.0,507.8904515173945,16377.003792746116,682.3751580310882,5.280393410320353,3623.194742425413,0.37287534787479387,,,
2023-05-10,00:05am,Leonardo,0.4669,0.5249,0.23,52,0.4413,0.5109,0.0098,143,0.4617,0.5259,0.0034,53,1220.754,192.5,1348.0,514.0949554896142,15894.381698813055,662.2659041172107,5.243502444273931,3633.747193881834,0.37096691874152316,,,
2023-05-11,01:25am,Leonardo,0.468,0.5236,0.0023,52,0.4452,0.5116,0.0093,131,0.4633,0.5229,0.0026,49,1048.35,162.2,1123.0,519.9643811219946,14589.051413000889,607.8771422083704,5.2135908501822374,3044.319969238412,0.36888369532356924,,,
2023-05-12,00:05am,Leonardo,0.4677,0.5204,0.0024,59,0.4437,0.5114,0.0084,140,0.4653,0.5235,0.0019,46,1245.507,194.4,1352.0,517.6331360946746,15448.119081656805,643.6716284023669,5.219573169000575,3652.8660865933625,0.3701203296124293,,,
2023-05-13,00:08AM,Jason,0.4581,0.5229,0.0019,63,0.4328,0.5067,0.0091,117,0.4552,0.521,0.0023,69,1194.223,190.2,1306.0,524.2879019908116,15679.747212863705,653.3228005359878,5.194646840590831,3556.8785846893543,0.367175873143857,,,
2023-05-14,00:08am,Jason,0.4601,0.5249,0.0015,68,0.4342,0.5096,0.0087,91,0.4565,0.5224,0.0023,81,1358.698,215.9,1502.0,517.4700399467376,17249.48085379494,718.7283689081224,5.208605584500287,4048.336604497003,0.37101657958271983,,,0.4224950214368477
2023-05-15,00:07am,Jason,0.4575,0.5272,0.0018,46,0.4341,0.5086,0.0098,112,0.4536,0.5264,0.0029,74,1200.078,186.8,1307.0,514.521805661821,16731.477337413926,697.1448890589136,5.248487709955879,3529.5030151911296,0.37030709263446354,,,
2023-05-16,00:12am,Jason,0.4568,0.528,0.0016,64,0.4337,0.5109,0.0089,130,0.4582,0.5289,0.0029,47,1240.134,193.6,1351.0,515.8845299777942,16504.843374093263,687.7018072538859,5.273414038365624,3675.358648179306,0.36758317468398805,,,
2023-05-17,00:07am,Agustín,,0.524,0.0015,54,0.4286,0.5114,0.0082,113,0.4541,0.5265,0.0027,48,1219.141,191.9,1320.0,523.3636363636364,16981.893927272726,707.5789136363636,5.249484763092268,3626.554053734663,0.363981890367979,,,
2023-05-18,00:13am,Agustín,0.4624,0.5288,0.002,64,0.4377,0.5119,0.0094,128,0.4587,0.5272,0.0027,64,1216.681,188.9,1321.0,514.7918243754732,16454.21901165784,685.5924588190766,5.256464135046998,3574.605870397361,0.3695512310712887,,,
2023-05-19,00:15am,Jason,0.4694,0.5281,0.0023,66,0.4377,0.5124,0.0093,153,0.458,0.5251,0.0026,63,1230.478,189.0,1322.0,514.6747352496218,16341.087540090772,680.8786475037822,5.235526019182812,3562.251903451985,0.37111356406853807,,,
2023-05-20,00:25am,Jason,0.4627,0.531,0.0021,59,0.4423,0.5142,0.009,174,0.4589,0.53,0.0031,76,1217.945,186.4,1321.0,507.9788039364118,15368.2485002271,640.3436875094625,5.284381622865913,3546.031444207943,0.37252912750046535,,,
2023-05-21,00:08am,Jason,0.4678,0.5321,0.0022,64,0.4439,0.5145,0.0095,179,0.4637,0.5306,0.003,76,1222.151,191.8,1320.0,523.090909090909,15186.302039999997,632.7625849999998,5.290363941684251,3652.8904944541414,0.36135767059101237,,,
2023-05-22,00:09am,Jason,0.4473,0.5279,0.0022,56,0.4311,0.5129,0.0082,147,0.442,0.5243,0.0037,62,1217.869,191.7,1320.0,522.8181818181819,16369.515695454547,682.0631539772728,5.227549594091694,3607.63652587456,0.3658905187739241,,,
2023-05-23,00:08am,jason,0.4552,0.5325,0.0019,62,0.4344,0.5091,0.0097,144,0.4495,0.5287,0.0033,50,1224.872,188.8,1328.0,511.8072289156627,16387.110390361446,682.7962662650602,5.271419932092843,3582.8786994448637,0.3706516774362923,,,
2023-05-24,00:12am,jason,0.4516,0.5291,0.002,67,0.4345,0.5111,0.0088,148,0.4462,0.5259,0.0035,80,1237.899,194.0,1346.0,518.8707280832094,15492.343613670131,645.5143172362555,5.243502444273931,3662.0621070809134,0.3675524774408912,,,
2023-05-25,00:15am,Agustín,0.4554,0.5316,0.0019,75,0.4375,0.5088,0.0089,105,0.4503,0.5294,0.0025,65,911.504,141.7,973.0,524.2754367934224,14941.682180472764,622.5700908530318,5.278399304047573,2692.6170529807478,0.3613584779621304,,,
2023-05-26,00:13am,Agustín,0.4539,0.524,0.0022,93,0.437,0.5091,0.0081,85,0.4483,0.5214,0.0036,82,850.951,135.4,901.0,540.9988901220867,16269.107973362932,677.8794988901221,5.198635053136389,2534.0226703008016,0.3555611441680775,,,
2023-05-27,00:21am,Agustín,0.4564,0.5303,0.0021,103,0.4429,0.5111,0.0081,80,0.4562,0.5296,0.0026,85,1028.817,140.2,1126.0,448.24156305506216,13821.74823516874,575.9061764653642,5.280393410320353,2665.120162056888,0.4224950214368477,,,
2023-05-28,00:09am,Agustín,0.4738,0.531,0.0028,95,0.4516,0.5126,0.0097,116,0.471,0.5323,0.0027,90,1217.565,172.6,1201.0,517.3688592839301,16845.162726394672,701.8817802664447,5.307313845002877,3297.752530730988,0.3641874242558108,,,
2023-05-29,00:26am,Agustín,0.4698,0.5232,0.0034,73,0.4488,0.5125,0.0093,243,0.4662,0.5246,0.0037,87,1223.439,190.1,1329.0,514.9435665914222,16472.514303386008,686.3547626410837,5.230540753500862,3579.57287006585,0.37127334691626257,,,
2023-05-30,00:15am,Agustín,0.4625,0.5269,0.0026,68,0.4396,0.5096,0.0099,227,0.458,0.5258,0.0036,97,1231.234,190.0,1335.0,512.3595505617977,16218.992629213484,675.7913595505619,5.242505391137541,3585.8736875380782,0.3722942067478565,,,
2023-05-31,00:08am,Leonardo,0.4647,0.5236,0.0028,49,0.4455,0.5108,0.0085,174,0.4611,0.5232,0.0034,58,1244.849,192.5,1332.0,520.2702702702703,16877.78608108108,703.2410867117118,5.216582009591407,3615.091332646845,0.3684554212976842,,,
2023-06-01,00:15am,Leonardo,0.4651,0.5228,0.003,60,0.4459,0.5095,0.0091,155,0.4591,0.5229,0.0036,52,1236.7,195.3,1349.0,521.1860637509267,11141.91567086731,464.24648628613795,5.2135908501822374,3665.5714549461277,0.3680190160199253,,,
2023-06-02,00:21am,Leonardo,0.4525,0.5227,0.0022,64,0.4316,0.5063,0.0091,103,0.4487,0.5181,0.0037,82,1240.544,194.3,1333.0,524.741185296324,16724.603531882967,696.8584804951237,5.165732299635527,3613.3264289490585,0.36891214403446665,,,
2023-06-03,00:26am,Leonardo,0.4582,0.5293,0.0023,73,0.4453,0.5128,0.0082,114,0.4562,0.5278,0.0031,75,1226.889,195.3,1349.0,521.1860637509267,16390.790942624168,682.9496226093403,5.262446453865336,3699.920852783641,0.3646023938552842,,,
2023-06-04,00:05am,Leonardo,0.455,0.5286,0.0024,71,0.4361,0.5097,0.0096,105,0.452,0.5281,0.0032,58,1180.565,183.7,1275.0,518.6823529411764,15028.157263058823,626.1732192941176,5.265437613274505,3482.1392024106954,0.36615423045618445,,,
2023-06-05,00:05am,Leonardo,0.4613,0.5262,0.0032,77,0.4387,0.5115,0.0097,117,0.4571,0.525,0.0039,72,944.144,144.0,1005.0,515.8208955223881,15312.158758208956,638.0066149253731,5.2345289660464225,2713.579815998465,0.3703594764653012,,,
2023-06-06,01:03am,Cristián,0.4597,0.5281,0.0026,69,0.4379,0.5102,0.0089,114,0.455,0.5267,0.003,68,846.86,142.0,975.0,524.3076923076923,15114.19163076923,629.7579846153845,5.251478869365049,2684.555998019413,0.3631885498828583,,,
2023-06-07,01:57am ,Cristián,0.4523,0.5291,0.0027,65,0.4389,0.5093,0.0085,96,0.4527,0.5299,0.0023,66,1228.029,132.9,902.0,530.4212860310422,15555.139938359203,648.1308307649668,5.283384569729523,2527.782513541393,0.3568344963096959,,,
2023-06-08,02:00am,Cristián,0.4576,0.5214,0.0029,94,0.4376,0.5077,0.0095,117,0.4555,0.522,0.0029,83,797.305,169.3,1156.0,527.2318339100345,16130.441793425603,672.1017413927335,5.20461737195473,3172.110195858969,0.36442617961667917,,,
2023-06-09,03:40:00am,Cristián,0.4648,0.5165,0.002,83,0.4412,0.5047,0.0084,88,0.4626,0.5141,0.0028,73,1361.493,214.8,1503.0,514.491017964072,17306.124732934135,721.0885305389223,5.125850174179935,3963.7174226898605,0.3791894930239586,,,
2023-06-10,04:42:00am,Cristián,0.4764,0.5179,0.0022,77,0.4472,0.5059,0.0094,163,0.471,0.5177,0.0029,94,1263.337,217.1,1499.0,521.3875917278184,17587.8477126084,732.82698802535,5.161744087089968,4034.212708706035,0.3715718798775985,,,
2023-06-11,04:42:00am,Cristián,0.4891,0.5243,0.003,76,0.4634,0.507,0.0099,170,0.4843,0.5252,0.0031,94,1333.326,191.4,1351.0,510.02220577350124,17379.7614945966,724.1567289415251,5.2365230723192004,3608.173857750822,0.374427633828641,,,
2023-06-12,00:08am,Jason,0.4843,0.5252,0.0027,73,0.4577,0.5081,0.0099,145,0.4751,0.5234,0.0033,81,1224.158,187.7,1323.0,510.7482993197279,16929.83516734694,705.4097986394559,5.2185761158641855,3526.2962530117475,0.37518118305291254,,,
2023-06-13,00:12am,Agustín,0.4705,0.5284,0.0034,65,0.4589,0.5123,0.0087,138,0.4706,0.5278,0.0033,75,1209.736,184.5,1321.0,502.80090840272527,16042.83841635125,668.451600681302,5.262446453865336,3495.3169346573563,0.3779342545168931,,,
2023-06-14,00:16am,Agustín,0.4736,0.529,0.0033,76,0.4579,0.5128,0.0085,147,0.4714,0.5281,0.0034,85,1212.813,186.1,1319.0,507.9302501895375,16649.222181652767,693.7175909021986,5.265437613274505,3527.632583389388,0.3739051527675511,,,
2023-06-15,00:12am,Jason,0.4657,0.53,0.003,71,0.4517,0.5108,0.0085,176,0.4665,0.5296,0.0038,107,1218.602,186.5,1321.0,508.2513247539743,15777.52897653293,657.3970406888722,5.280393410320353,3545.2561356890847,0.37261059552280834,,,
2023-06-16,00:07am,Jason,0.4785,0.5239,0.0032,81,0.4589,0.5136,0.008,175,0.4754,0.524,0.003,109,1229.294,190.5,1335.0,513.7078651685393,16244.172161797753,676.840506741573,5.224558434682524,3583.002174505275,0.37259257320554956,,,
2023-06-17,00:14am,Jason,0.4744,0.5251,0.0031,88,0.4556,0.5122,0.0087,149,0.4729,0.5272,0.0028,111,1216.075,188.8,1336.0,508.74251497006,15583.332675449104,649.3055281437126,5.256464135046998,3572.7135433087437,0.37394545736871765,,,
2023-06-18,00:09am,Agustín,0.4586,0.5258,0.003,105,0.442,0.5064,0.0095,144,0.4556,0.5249,0.0031,128,981.349,145.7,1049.0,500.01906577693035,16137.245314775973,672.3852214489989,5.233531912910032,2745.09215895957,0.3821365328578208,,,
2023-06-19,00:13am,Agustín,0.4548,0.518,0.0055,120,0.4423,0.5035,0.0099,153,0.4506,0.5181,0.0051,144,1231.354,191.7,1328.0,519.6686746987951,16079.203577710841,669.9668157379517,5.165732299635527,3564.97517462447,0.3725131129811836,,,
2023-06-20,00:09am,Agustín,0.4472,0.5219,0.0055,113,0.4386,0.505,0.0093,128,0.4453,0.5219,0.0055,136,1134.119,172.4,1201.0,516.7693588676103,15642.489635970025,651.7704014987511,5.20362031881834,3229.5749146714143,0.3718755662065802,,,
2023-06-21,00:07am,Agustín,0.4464,0.5208,0.0061,106,0.4413,0.5077,0.0096,121,0.4453,0.526,0.0049,121,987.141,150.8,1049.0,517.5214489990468,14584.256428598668,607.6773511916111,5.244499497410321,2847.1338871541157,0.3684406991652014,,,
2023-06-22,00:09am,Agustín,0.4521,0.5258,0.0049,98,0.4433,0.5091,0.0094,124,0.4473,0.5219,0.0061,120,916.989,142.5,973.0,527.2353545734841,15846.032219938335,660.2513424974306,5.20362031881834,2669.457223553808,0.36449357248162223,,,
2023-06-23,00:12am,Agustín,0.4667,0.5242,0.0023,96,0.4437,0.5099,0.0089,152,0.4606,0.5226,0.0032,119,1360.084,218.0,1502.0,522.5033288948069,16914.27921171771,704.7616338215712,5.210599690773067,4089.2786373187037,0.36730194570083036,,,
2023-06-24,00:05am,Leonardo,0.4663,0.5215,0.002,93,0.441,0.5054,0.0094,151,0.4573,0.5189,0.0036,84,1247.626,197.1,1345.0,527.5539033457248,16066.691055167285,669.4454606319701,5.1737087247266444,3671.0567627170376,0.3663795160183067,,,
2023-06-25,00:12am,Leonardo,0.4641,0.5221,0.0021,91,0.4412,0.5049,0.0095,151,0.4575,0.5201,0.0032,117,1228.9,192.7,1348.0,514.6290801186943,15509.186174777447,646.216090615727,5.185673362363322,3597.405324938684,0.37471451733701316,,,
2023-06-26,00:05am,Leonardo,0.4641,0.5221,0.0021,91,0.4412,0.5049,0.0095,151,0.4575,0.5201,0.0032,117,987.007,152.8,1051.0,523.3872502378687,14900.411070599428,620.8504612749762,5.185673362363322,2852.535203168816,0.3684441821550416,,,
2023-06-27,00:13am,Leonardo,0.462,0.5326,0.0029,97,0.4535,0.5175,0.0076,105,0.4599,0.5315,0.0034,112,1221.623,190.8,1341.0,512.2147651006712,16218.921986577183,675.7884161073827,5.299337419911758,3640.008886988989,0.36840569395127865,,,
2023-06-28,00:03am,Leonardo,0.4646,0.5365,0.0034,92,0.4514,0.5145,0.0094,122,0.4634,0.5351,0.004,109,1162.089,174.8,1261.0,499.0325138778748,14830.966854242668,617.9569522601112,5.335231332821793,3357.354373118098,0.375593357107806,,,
2023-06-29,00:03am,Leonardo,0.4637,0.5333,0.0035,114,0.4421,0.5107,0.0117,132,0.4589,0.53,0.0047,96,1224.731,185.5,1333.0,500.9752438109528,15292.78031207802,637.1991796699175,5.284381622865913,3528.9100477498573,0.3777370298372899,,,
2023-06-30,00:03am,Cristián,0.4729,0.5261,0.0036,116,0.4471,0.5102,0.0112,172,0.4637,0.5241,0.0053,129,1168.588,179.3,1245.0,518.4578313253012,14948.912402891565,622.8713501204819,5.225555487818914,3372.9915562773526,0.3691085433294298,,,
2023-07-01,00:08am,Cristián,0.4772,0.5227,0.0034,93,0.4493,0.5051,0.0111,146,0.4701,0.5207,0.004,105,1220.343,191.3,1322.0,520.9379727685326,15280.10573282905,636.6710722012104,5.191655681181662,3575.3894345161875,0.36974993192004263,,,
2023-07-02,00:11am,Cristián,0.4644,0.5236,0.0021,72,0.4459,0.5246,0.011,53,0.458,0.5063,0.0046,62,1249.792,196.3,1347.0,524.6325167037862,16520.7461532294,688.364423051225,5.048080029541531,3567.377195276409,0.37758833066028813,,,
2023-07-03,00:11am,Cristián,0.4566,0.5294,0.0024,86,0.4399,0.5046,0.0096,123,0.4528,0.5251,0.0039,90,1228.6,191.9,1328.0,520.210843373494,16691.83886385542,695.4932859939759,5.235526019182812,3616.910795092254,0.36716415616385906,,,
2023-07-04,00:11am,Cristián,0.4427,0.5354,0.0024,109,0.4341,0.5107,0.0091,96,0.4415,0.5337,0.0032,99,1250.008,182.3,1277.0,513.9232576350823,16228.622376507443,676.1925990211435,5.321272588912334,3492.2447746513867,0.3656673808403011,,,
2023-07-05,00:11am,Cristián,0.4425,0.5406,0.0023,114,0.4368,0.5101,0.0092,57,0.4413,0.5336,0.004,83,1037.95,170.7,1201.0,511.6736053288926,15846.802744046629,660.2834476686095,5.320275535775944,3269.415722245033,0.36734392381746445,                                                                                                                                                                                                                                                                                                                                                                                               ,,
2023-07-06,00:07am,Jason,0.4621,0.5323,0.0023,113,0.4466,0.5115,0.0086,53,0.4604,0.5304,0.0029,95,1223.002,189.4,1324.0,514.9848942598187,16810.68795226586,700.4453313444109,5.28836983541147,3605.822088576957,0.36718395069860993,,,
2023-07-07,00:05am,Jason,0.4762,0.5262,0.0026,87,45.28,50.78,0.98,92,0.4681,0.5242,0.0035,97,1218.822,189.4,1326.0,514.2081447963801,16706.962001809956,191.3,5.226552540955304,3563.672584524965,0.3720880548224536,,,
