Fecha_Unnamed: 0_level_1,Hora_Unnamed: 1_level_1,Responsable_Unnamed: 2_level_1,Calidad Gas BIO 040_CO2,Columna1_CH4,Columna2_O2,Columna3_H2S,Calidad Gas BIO 050_CO2,Columna4_CH4,Columna5_O2,Columna6_H2S,Calidad de biogás ingreso al CHP_CO2,Columna7_CH4,Columna8_O2,Columna9_H2S,"Datos de consumo del motor_Caudal másico
 SCADA (kg/h)","Columna10_Caudal CHP
(l/s)","Columna11_Potencia 
exacta (kW)","Eficiencia y biogás_Consumo
 (m3/MW)","Columna12_Biogás generado
 (m3/d)","Columna13_Biogás 
generado (m3/h)","Columna14_LHV
(kWh/m3)",Columna15_Energía entregada a CHP (kW),"Columna16_η
eléctrico (%)",Columna17_Unnamed: 24_level_1,Columna18_Unnamed: 25_level_1,Columna19_Unnamed: 26_level_1
,,,040AIT01,040AIT02,040AIT03,040AIT04,050AIT01,050AIT02,050AIT03,050AIT04,080AIT01,080AIT02,080AIT03,080AIT04,090FIT01,,,,,,,,,,,
2024-11-17,00:05am,Cristián,0.4325,0.5511,0.0021,248,0.4289,0.5373,0.0042,172,0.4222,0.5378,0.0038,181,1126.089,166.1,1210.0,494.18181818181824,14738.508196363638,614.1045081818182,5.362151767504315,3206.3522708968803,0.37737587693742053,,,
2024-11-18,00:05am,Cristián,0.4231,0.5574,0.0026,224,0.4224,0.521,0.0047,183,0.4146,0.5399,0.0044,167,1127.078,164.5,1213.0,488.2110469909316,13526.42897114592,563.6012071310801,5.383089883368502,3187.865828930827,0.3805053490619541,,,
2024-11-19,00:05am,Cristián,0.3985,0.5779,0.0025,138,0.4055,0.547,0.005,116,0.3952,0.5442,0.0053,123,1088.15,157.9,1213.0,468.62324814509486,13637.531672547406,568.2304863561419,5.425963168233264,3084.334503350517,0.3932777066437886,,,
2024-11-20,00:05am,Cristián,0.4219,0.5535,0.0024,324,0.4232,0.5384,0.0046,280,0.4173,0.5411,0.0042,217,1126.529,166.6,1214.0,494.0362438220758,15227.442005930807,634.4767502471169,5.3950545210051795,3235.7378995180666,0.3751848999206067,,,
2024-11-21,00:17am,Gustavo,0.4109,0.5552,0.0023,246,0.4063,0.533,0.0051,105,0.4037,0.5422,0.0037,228,1131.033,164.8,1217.0,487.49383730484806,14117.256035497127,588.2190014790469,5.406022105505467,3207.2847947542837,0.37944868568905393,,,
2024-11-22,00:08am,Gustavo,0.4224,0.5506,0.0021,220,0.417,0.4224,0.0051,133,0.4122,0.5377,0.0037,215,1129.87,166.8,1215.0,494.22222222222223,14339.299306666666,597.4708044444444,5.361154714367926,3219.266182883652,0.3774152030235865,,,
2024-11-23,00:12am,Gustavo,0.4112,0.5512,0.0024,182,0.4175,0.4112,0.0036,298,0.4081,0.5411,0.0033,176,1125.246,168.3,1216.0,498.2565789473685,13855.812918750004,577.3255382812501,5.3950545210051795,3268.7556331866185,0.3720070070868392,,,
2024-11-24,00:07am,Gustavo,0.4057,0.5502,0.0024,228,0.4137,0.4057,0.0039,128,0.4058,0.5387,0.0027,157,1000.407,148.6,1050.0,509.4857142857143,14710.70200457143,612.945916857143,5.371125245731824,2873.337161456697,0.365428747480397,,,
2024-11-25,00:21am,Gustavo,0.4192,0.5405,0.0029,194,0.4219,0.4192,0.0046,136,0.417,0.5345,0.34,228,1152.952,173.0,1215.0,512.5925925925926,14016.13194074074,584.0054975308642,5.329249014003453,3319.056285921351,0.36606791067501376,,,
2024-11-26,00:17am,Gustavo,0.4033,0.557,0.0026,144,0.421,0.53,0.0035,110,0.4069,0.5379,0.0033,127,939.45,138.7,976.0,511.59836065573774,14057.505346721313,585.7293894467214,5.363148820640706,2677.9274691223172,0.3644609539480474,,,
2024-11-27,00:27am,Agustín,0.3861,0.5739,0.0024,124,0.4167,0.5143,0.0059,86,0.4002,0.5381,0.0043,196,788.248,118.0,827.0,513.6638452237002,14602.692623941959,608.4455259975816,5.365142926913485,2279.1127153528487,0.3628605090169773,,,
2024-11-28,0:39am,Agustín,0.387,0.5761,0.0025,129,0.4172,0.5224,0.005,73,0.4004,0.5439,0.0038,100,1131.074,167.7,1216.0,496.4802631578948,12108.885519078947,504.53689662828947,5.422972008824093,3273.9566611672817,0.37141603443414334,,,
2024-11-29,01:45am,Agustín,0.4061,0.5618,0.0031,50,0.4174,0.5445,0.0052,77,0.4094,0.5497,0.0043,82,1014.574,132.9,977.0,489.7031729785057,12541.435376867963,522.5598073694985,5.4808010907347,2622.23447385111,0.3725830049687135,,,
2024-11-30,00:28am,Agustín,0.4188,0.5523,0.002,48,0.4316,0.5257,0.0038,106,0.4198,0.5372,0.0027,95,1117.136,169.5,1210.0,504.2975206611571,12396.3642892562,516.5151787190083,5.356169448685977,3268.3345975881834,0.37021913267169787,,,
2024-12-01,00:18am,Agustín,0.4132,0.5555,0.0022,128,0.4255,0.518,0.0052,93,0.416,0.5341,0.0037,132,1090.968,166.5,1204.0,497.8405315614618,11537.275096345515,480.7197956810631,5.325260801457894,3191.9613243938616,0.377197552739344,,,
2024-12-02,00:25am,Agustín,0.4081,0.5656,0.0023,75,0.4268,0.5368,0.0037,97,0.4184,0.5523,0.0027,117,1087.305,164.6,1216.0,487.30263157894734,13111.61312960526,546.3172137335525,5.506724472280836,3263.0646532947317,0.372655809553819,,,
2024-12-03,00:27am,Leonardo,0.4142,0.5647,0.003,64,0.4382,0.5427,0.003,99,0.4204,0.5536,0.0025,74,1090.253,161.3,1214.0,478.3196046128501,12921.493210873148,538.3955504530478,5.519686163053903,3205.171361162141,0.37876290007777436,,,
2024-12-04,00:17am,Leonardo,0.4136,0.5579,0.0026,39,0.4292,0.5258,0.0049,72,0.4193,0.5406,0.0039,77,1120.32,165.2,1212.0,490.69306930693074,13422.17287128713,559.257202970297,5.39006925532323,3205.581987525831,0.3780904699104139,,,
2024-12-05,00:30am,Leonardo,0.4028,0.5606,0.0022,82,0.4222,0.5301,0.0041,59,0.4052,0.541,0.0035,106,1092.72,168.7,1215.0,499.85185185185185,14432.362477037037,601.3484365432099,5.394057467868789,3275.9189813860726,0.3708882933014179,,,
2024-12-06,01:04am,Leonardo/Lautaro,0.4009,0.5641,0.0022,60,0.4136,0.5301,0.0048,54,0.405,0.5446,0.0035,66,1095.93,170.0,1216.0,503.2894736842105,14603.38697368421,608.4744572368421,5.429951380778821,3323.1302450366384,0.3659200543873336,,,
2024-12-07,00:25am,Leonardo,0.4099,0.5604,0.0025,54,0.4325,0.535,0.0033,84,0.421,0.5457,0.0031,102,1101.286,165.8,1212.0,492.4752475247526,13330.305225742579,555.4293844059408,5.440918965279109,3247.5757119957952,0.3732014608691498,,,
2024-12-08,00:17am,Leonardo,0.4215,0.5591,0.0025,43,0.4337,0.5299,0.0052,83,0.4264,0.5428,0.0036,72,1105.498,163.7,1214.0,485.4365733113673,12948.34583624382,539.5144098434924,5.412004424323805,3189.4024473425043,0.3806355641984088,,,
2024-12-09,00:43am,Agustín,0.4088,0.5588,0.0026,50,0.4353,0.533,0.0035,96,0.4225,0.5452,0.0024,63,959.786,147.7,1053.0,504.957264957265,13820.897473504276,575.8707280626782,5.43593369959716,2890.394666749802,0.3643101103504595,,,
2024-12-10,00:40:00,Agustín,0.3994,0.5605,0.0025,51,0.4173,0.5239,0.0056,69,0.4097,0.5414,0.0039,75,1064.459,161.6,1171.0,496.8061485909479,12647.303422032452,526.9709759180188,5.398045680414349,3140.3670550378515,0.3728863471935403,,,
2024-12-11,00:38am,Leonardo,0.4036,0.5565,0.0023,64,0.4221,0.5283,0.0039,64,0.4111,0.5377,0.0036,89,958.121,147.7,1049.0,506.8827454718781,12739.702361412015,530.8209317255006,5.361154714367926,2850.6331847237134,0.36798841942256777,,,
2024-12-12,00:17am,Leonardo,0.403,0.5575,0.0019,62,0.406,0.5348,0.005,72,0.4009,0.5461,0.0033,55,1105.379,168.0,1215.0,497.7777777777778,12750.144711111114,531.2560296296298,5.444907177824669,3293.0798611483606,0.3689555222557846,,,
2024-12-13,00:25am,Leonardo,0.44,0.5399,0.0017,33,0.4337,0.5275,0.0039,65,0.4339,0.5324,0.003,61,1123.12,174.1,1216.0,515.4276315789473,11965.497838815787,498.5624099506578,5.308310898139267,3327.036938517767,0.3654903815230083,,,
2024-12-14,00:38am,Leonardo,0.4216,0.5416,0.0018,73,0.4198,0.5286,0.0048,79,0.4158,0.5324,0.0033,80,1122.525,173.8,1214.0,515.3871499176277,13638.025298846787,568.2510541186161,5.308310898139267,3321.3039627477765,0.3655190893746549,,,
2024-12-15,00:27am,Leonardo,0.415,0.5535,0.0022,86,0.4121,0.5344,0.0048,64,0.4095,0.5418,0.0036,91,1103.328,171.6,1214.0,508.8632619439868,13481.843616474465,561.7434840197694,5.402033892959907,3337.1604577149124,0.3637823279349518,,,
2024-12-16,00:30am,Leonardo,0.407,0.5598,0.0024,60,0.4109,0.5495,0.003,79,0.405,0.5514,0.003,72,1080.9,165.2,1213.0,490.2885408079143,14223.255860181369,592.6356608408904,5.497750994053328,3269.622471183395,0.3709908439554403,,,
2024-12-17,00:06am,Gustavo,0.3976,0.569,0.0025,65,0.4098,0.5614,0.0015,69,0.3995,0.5658,0.0019,88,1001.052,149.6,1125.0,478.71999999999997,13883.329996799997,578.4720831999999,5.641326645693458,3038.1928783046683,0.3702859051620704,,,
2024-12-18,01:44am,Gustavo,0.4218,0.5465,0.002,129,0.4165,0.5243,0.0045,62,0.4156,0.5335,0.0034,119,1038.635,150.5,1049.0,516.4918970448047,14981.456934223073,624.2273722592947,5.319278482639556,2881.9850818941118,0.36398522899728936,,,
2024-12-19,00:06am,Gustavo,0.416,0.5483,0.0021,84,0.4154,0.5254,0.0043,69,0.4144,0.5366,0.0033,95,1112.535,172.3,1212.0,511.7821782178219,14846.760047524756,618.6150019801981,5.350187129867638,3318.6140729142985,0.36521269824413816,,,
2024-12-20,00:07am,Gustavo,0.4148,0.5427,0.0018,76,0.4077,0.523,0.0042,53,0.4076,0.5348,0.0032,63,1119.567,176.1,1212.0,523.0693069306931,14663.374494059406,610.9739372524753,5.3322401734126235,3380.426980336667,0.358534589579951,,,
2024-12-21,00:46am,Agustín,0.4236,0.5402,0.0025,98,0.4208,0.5175,0.0045,56,0.4125,0.5228,0.0069,63,912.155,142.4,973.0,526.8653648509763,14313.799202466596,596.4083001027749,5.212593797045847,2672.184084117583,0.3641216208805117,,,
2024-12-22,00:55am,Agustín,0.4217,0.5464,0.0023,111,0.4196,0.5254,0.0042,47,0.4194,0.536,0.0031,118,1106.098,170.2,1214.0,504.7116968698517,14005.865671828666,583.5777363261944,5.3442048110493,3274.501171826127,0.370743492305112,,,
2024-12-23,01:50am,Agustín,0.4136,0.554,0.0021,85,0.4156,0.529,0.0042,54,0.4105,0.5402,0.0033,88,1115.177,171.8,1216.0,508.61842105263156,14596.9011,608.2042124999999,5.386081042777672,3331.1834033371347,0.3650354401927638,,,
2024-12-24,0:22am,Agustín,0.4228,0.5415,0.0018,113,0.4208,0.5225,0.0038,70,0.4334,0.5262,0.0032,103,1196.13,176.4,1216.0,522.2368421052632,14745.362459210528,614.3901024671053,5.246493603683099,3331.7332980829156,0.3649751919517953,,,
2024-12-25,06:00am,Cristián,0.4397,0.5377,0.0021,152,0.4333,0.5187,0.004,34,0.4334,0.5262,0.0031,103,1166.937,173.6,1203.0,519.5012468827931,14972.779211970077,623.8658004987532,5.246493603683099,3278.84864255779,0.3668970822213844,,,
2024-12-26,01:19am,Agustín,0.4358,0.5421,0.002,94,0.4351,0.5235,0.0033,29,0.4326,0.5315,0.0025,79,1200.856,180.5,1274.0,510.0470957613815,14792.559287284144,616.3566369701726,5.299337419911758,3443.509455458661,0.3699713958910296,,,
2024-12-27,2:01am,Leonardo,0.4514,0.5253,0.0016,114,0.4377,0.5144,0.0031,27,0.4379,0.5202,0.0024,63,1185.314,177.4,1212.0,526.9306930693069,15286.949685148515,636.9562368811881,5.186670415499712,3312.415194154736,0.3658961600401905,,,
2024-12-28,01:19am,Leonardo,0.4459,0.5262,0.0017,82,0.4271,0.5162,0.0042,59,0.4281,0.5196,0.003,71,1176.579,179.0,1214.0,530.8072487644151,15043.847100494233,626.826962520593,5.180688096681372,3338.435409501476,0.36364339910391885,,,
2024-12-29,01:44am,Leonardo,0.4372,0.5329,0.002,60,0.4191,0.5241,0.0048,64,0.4202,0.5275,0.0035,65,1141.168,175.7,1216.0,520.1644736842105,15032.045865789472,626.3352444078947,5.259455294456166,3326.710662849414,0.36552622792823963,,,
2024-12-30,00:27am,Leonardo,0.43,0.53,0.0022,62,0.4183,0.519,0.0048,45,0.419,0.526,0.0035,62,1142,179.7,1216.0,532.0065789473683,15546.306890131576,647.7627870888157,5.244499497410321,3392.7716148646846,0.3584090348646996,,,
2024-12-31,00:30am,Leonardo,0.4279,0.5288,0.0024,69,0.4171,0.5165,0.0047,45,0.4178,0.5221,0.0035,60,1151.983,179.1,1215.0,530.6666666666666,15319.953973333331,638.3314155555555,5.2056144250911185,3356.3719567217495,0.36199801919055485,,,
2025-01-01,06:00am,Leonardo,0.44,0.5239,0.0026,96,0.4327,0.5105,0.0039,32,0.4295,0.5173,0.0032,71,1090.974,171.0,1127.0,546.22892635315,15861.39556344277,660.8914818101154,5.157755874544407,3175.1145163695373,0.35494782761052185,,,
2025-01-02,00:06am ,Cristián,0.4329,0.5243,0.0027,58,0.4213,0.5244,0.0047,97,0.4196,0.5255,0.0039,76,1080.146,164.6,1126.0,526.2522202486678,15263.940385790405,635.9975160746002,5.239514231728371,3104.7265531529633,0.36267284114167986,,,
2025-01-03,00:03am ,Cristián,0.4396,0.5227,0.0025,60,0.4376,0.5214,0.0028,136,0.4332,0.5222,0.0052,85,1163.514,180.1,1210.0,535.8347107438017,15541.54285090909,647.5642854545455,5.206611478227508,3375.758618023587,0.35843795037348414,,,
2025-01-04,00:05am ,Cristián,0.4421,0.5176,0.0025,52,0.4395,0.506,0.0043,40,0.4346,0.5105,0.0032,41,1112.316,172.3,1127.0,550.3815439219167,14201.071184028395,591.7112993345164,5.089956261269901,3157.1980697404947,0.35696208318429434,,,
2025-01-05,00:03am ,Cristián,0.4396,0.5136,0.0021,54,0.4312,0.508,0.0032,40,0.4287,0.5117,0.0029,56,1183.097,183.2,1212.0,544.1584158415842,15025.55793267327,626.0649138613862,5.10192089890658,3364.8188712468677,0.36019769454956757,,,
2025-01-06,00:02am ,Cristián,0.4363,0.5175,0.0018,48,0.4263,0.5055,0.0034,32,0.4274,0.5125,0.0025,31,1182.471,182.0,1202.0,545.0915141430949,15229.600712146423,634.5666963394343,5.109897323997698,3348.004726683292,0.35901980377153286,,,
2025-01-07,00:04am ,Cristián,0.4393,0.5215,0.002,43,0.429,0.5117,0.0032,30,0.4265,0.515,0.003,40,1107.555,169.7,1127.0,542.0763087843833,15544.206198047916,647.6752582519965,5.134823652407443,3136.9664657287544,0.3592642804162666,,,
2025-01-08,00:45am,Lautaro,0.4374,0.52,0.0016,31,0.4281,0.5087,0.0032,34,0.4279,0.5148,0.0024,38,1106.642,180.8,1201.0,541.9483763530393,15380.08845961699,640.837019150708,5.132829546134664,3340.8560949881307,0.3594886956674699,,,
1900-01-09,00:28am,Lautaro,0.4369,0.5196,0.0015,41,0.4275,0.5106,0.0033,60,0.4264,0.5141,0.0025,49,1171.306,182.7,1218.0,540.0,15048.7416,627.0309,5.125850174179935,3371.374176561627,0.36127701530958667,,,
2025-01-10,00:22am,Lautaro,0.4359,0.5209,0.0017,44,0.4261,0.5134,0.0039,135,0.4257,0.5176,0.0031,97,1156.119,189.6,1216.0,561.3157894736842,14930.612692105264,622.1088621710527,5.1607470339535775,3522.5194954953536,0.3452074577741976,,,
2025-01-11,00:25am,Lautaro,0.4286,0.5261,0.002,56,0.4191,0.5183,0.0042,59,0.4174,0.5232,0.0031,62,1127.139,185.3,1214.0,549.4892915980231,15426.961315650742,642.790054818781,5.216582009591407,3479.8775269582356,0.3488628523835316,,,
2025-01-12,00:18am,Lautaro,0.4229,0.5294,0.0018,46,0.4157,0.5192,0.0039,85,0.4139,0.524,0.003,78,1065.554,163.3,1112.0,528.6690647482015,13715.906523021586,571.4961051258994,5.224558434682524,3071.4134125811624,0.36204829849508746,,,
2025-01-13,00:58am,Agustín,0.4245,0.5292,0.0013,51,0.4205,0.5218,0.0041,155,0.4134,0.5236,0.0031,103,975.476,163.6,1107.0,532.0325203252033,14608.88412357724,608.7035051490517,5.220570222136963,3074.707038029786,0.36003430125471225,,,
2025-01-14,00:56am,Agustín,0.4202,0.5319,0.0014,94,0.4134,0.5215,0.0044,157,0.416,0.5323,0.0029,203,1105.9,177.4,1215.0,525.6296296296297,14296.75272888889,595.6980303703705,5.307313845002877,3389.4629139726376,0.3584638719578002,,,
2025-01-15,00:59am,Agustín,0.4174,0.5327,0.0017,56,0.4057,0.5205,0.0049,220,0.4074,0.5279,0.0035,193,963.457,166.4,1135.0,527.7885462555066,14830.003132334803,617.9167971806168,5.2634435070017265,3153.0131984343147,0.3599731204942639,,,
2025-01-16,01:56am,Agustín,0.4233,0.5326,0.0018,75,0.412,0.5202,0.0049,199,0.4084,0.523,0.0044,213,967.892,143.0,972.0,529.6296296296297,14039.289814814816,584.9704089506173,5.214587903318626,2684.469852628429,0.362082665613954,,,
2025-01-17,0:41am,Agustín,0.4325,0.5319,0.0017,90,0.4209,0.5209,0.0047,135,0.4213,0.5273,0.0035,160,1213,177.9,1213.0,527.9802143446002,13619.207390601814,567.4669746084089,5.257461188183387,3367.0884433601686,0.36025189727107165,,,
2025-01-18,00:40am,Agustín,0.4288,0.5359,0.0015,33,0.4191,0.5239,0.0046,85,0.4187,0.5306,0.0032,69,1114.229,173.0,1214.0,513.014827018122,13561.634164744648,565.0680901976937,5.290363941684251,3294.8386628809517,0.3684550669132002,,,
2025-01-19,00:30am,Lautaro,0.4334,0.5321,0.0017,56,0.4239,0.5176,0.0038,35,0.4256,0.5273,0.0028,84,1126.449,177.2,1216.0,524.6052631578947,14443.47407368421,601.8114197368421,5.257461188183387,3353.839641165946,0.36256951139657456,,,
2025-01-20,00:23am,Lautaro,0.4345,0.5317,0.0019,61,0.4286,0.5209,0.0028,41,0.4255,0.5284,0.0024,103,1119.591,176.5,1214.0,523.3937397034596,14571.993528830311,607.1663970345963,5.268428772683675,3347.559642163207,0.36265223917429834,,,
2025-01-21,00:28am,Lautaro,0.4276,0.5288,0.0021,62,0.42,0.5174,0.003,39,0.4173,0.5239,0.0026,88,1128.77,178.7,1214.0,529.9176276771005,9584.858594728172,399.3691081136738,5.223561381546135,3360.4215079762594,0.3612642036478052,,,
2025-01-22,00:27am,Lautaro,0.4302,0.5248,0.0016,46,0.4235,0.5195,0.0027,86,0.421,0.5218,0.0023,110,1128.953,180.4,1216.0,534.078947368421,13565.076524999999,565.2115218749999,5.202623265681949,3378.7916536644852,0.35989197460020395,,,
2025-01-23,00:17m,Lautaro,0.4363,0.5284,0.002,80,0.4277,0.519,0.0033,36,0.4249,0.5243,0.0024,26,1123.662,177.2,1216.0,524.6052631578947,14026.643715789472,584.4434881578946,5.227549594091694,3334.758437062973,0.3646441032985195,,,
2025-01-24,00:17am,Lautaro,0.4253,0.5357,0.0022,82,0.4195,0.5249,0.0032,60,0.4126,0.5296,0.0028,138,1143.828,174.2,1206.0,520.0,15092.875199999999,628.8697999999999,5.280393410320353,3311.4403154801,0.36419197844583573,,,
2025-01-25,00:05am,Cristián,0.4166,0.5412,0.0022,100,0.41,0.533,0.0036,89,0.4086,0.5388,0.0026,179,1125.261,173.5,1231.0,507.3923639317628,14633.160258326565,609.7150107636069,5.372122298868213,3355.427587873086,0.3668682955486747,,,
2025-01-26,00:01am,Cristián,0.4072,0.5417,0.0018,76,0.4029,0.53,0.0027,41,0.4005,0.5358,0.0023,115,1129.564,175.9,1234.0,513.1604538087521,14865.996635008107,619.4165264586711,5.34221070477652,3382.9015066926836,0.36477562162500804,,,
2025-01-27,00:07am,Cristián,0.4046,0.5496,0.0021,82,0.3993,0.5429,0.0028,78,0.3978,0.5493,0.0023,157,1122.84,170.9,1239.0,496.56174334140434,13298.469704600484,554.1029043583535,5.476812878189143,3369.554355177089,0.367704411147534,,,
2025-01-28,00:03am,Cristián,0.4132,0.5475,0.0017,53,0.4126,0.5483,0.0015,74,0.4036,0.5453,0.002,25,1110.385,168.8,1220.0,498.09836065573774,13456.62531147541,560.6927213114755,5.436930752733551,3303.9140798211247,0.36925899721522154,,,
2025-01-29,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
2025-01-30,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
2025-01-31,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
2025-02-01,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
2025-02-02,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
2025-02-03,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
2025-02-04,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
2025-02-05,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
2025-02-06,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
2025-02-07,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
2025-02-08,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
2025-02-09,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,
